speaker,occupation,introduction,profile,Gender_auto,MaleScore,FemaleScore,NonBinaryScore,Gender_handcheck
Michael Sandel,Political philosopher,"Michael Sandel teaches political philosophy at Harvard, exploring some of the most hotly contested moral and political issues of our time.","Why you should listen
Michael Sandel is one of the best known American public intellectuals. The London Observer calls him ""one of the most popular teachers in the world"" and indeed his lectures at Harvard draw thousands of students eager to discuss big questions of modern political life: bioethics, torture, rights versus responsibilities, the value we put on things. Sandel's class is a primer on thinking through the hard choices we face as citizens. The course has been turned into a public TV series with companion website and book: Justice: What’s the Right Thing to Do? In his newest book, What Money Can't Buy, he challenges the idea that markets are morally neutral. ""To understand the importance of his purpose,"" a Guardian reviewer wrote of the book, ""you first have to grasp the full extent of the triumph achieved by market thinking in economics, and the extent to which that thinking has spread to other domains. This school sees economics as a discipline that has nothing to do with morality, and is instead the study of incentives, considered in an ethical vacuum. Sandel's book is, in its calm way, an all-out assault on that idea, and on the influential doctrine that the economic approach to ""utility maximisation"" explains all human behaviour.""Read more about his thinking on markets and morality: ""Lunch with Michael Sandel"" on FT.com >>  
What others say

“He sets himself at odds with one of the reigning assumptions of modern public life -- that moral and religious notions are private matters that should be kept out of public political debate.” — London Observer",male,7.0,0.0,0.0,male
John Kasaona,Conservationist,John Kasaona is a pioneer of community-based conservation — working with the people who use and live on fragile land to enlist them in protecting it.,"Why you should listen
John Kasaona is a leader in the drive to reinvent conservation in Namibia -- turning poachers into protectors of species. It’s a standard nature-documentary scenario: a pristine animal habitat under constant threat by the people who live there, hunting, camping, setting fires. But John Kasaona knows there is a better way to see this relationship between people and environment. As the assistant director for the Integrated Rural Development and Nature Conservation (IRDNC) , Kasaona works on ways to improve the lives of rural people in Namibia by involving them in the management of the lands they live on -- and the species that live there with them. Kasanoa's Community-Based Natural Resource Management (CBNRM) program helps rural villages set up communal conservancies, which manage and use local natural resources in a sustainable manner. Essentially, it's about restoring the balance of land and people to that of pre-colonial times, and allowing the people with the most interest in the survival of their environment to have control of it. His work was featured in the recent film Milking the Rhino.The World Wildlife Fund has set up a portal for TEDsters to help in John Kasaona's work. Learn more >>
What others say

“Our attitude is important. If we pretend to be concerned and helpful but still see the community next to a conservation area as a threat, conservation won't work.” — John Kasanoa",non-binary,1.0,0.0,5.0,
David Byrne,"Musician, artist, writer","David Byrne builds an idiosyncratic world of music, art, writing and film.","Why you should listen
Musician, author, filmmaker, curator, conservationist, digital music theorist, bicycle advocate, urban designer, visual artist, humanist ... David Byrne has many ways of expressing himself -- all of them heartfelt, authentic and thought-provoking. From his groundbreaking recording career, first with Talking Heads and then as a solo artist and collaborator, to his recent use of digital media to connnect his creations to the world, he has been meshing art and technology to create jaw-dropping, soulful masterpieces that tell a story, and often invoke his audience to create some masterpieces of their own. In a recent art installation, Playing the Building, Byrne transformed an empty building into a musical instrument, and then invited visitors to play it. His book Bicycle Diaries is a journal of what he thought and experienced while cycling through the cities of the world. And his 2012 book How Music Works expands on his 2010 TEDTalk to imagine how music is shaped by its time and place.  In David Byrne's 2010 TEDTalk, the image of CBGB comes from Joseph O. Holmes' CBGB series >>   ",male,10.0,0.0,2.0,male
Margaret Gould Stewart,User experience master,"At Facebook (and previously at YouTube), Margaret Gould Stewart designs experiences that touch the lives of a large percentage of the world's population.","Why you should listen
Margaret Gould Stewart has spent her career asking, “How do we design user experiences that change the world in fundamental ways?” It's a powerful question that has led her to manage user experiences for six of the ten most visited websites in the world, including Facebook, where she serves as Director of Product Design.  Before joining Facebook, Margaret managed the User Experience Team for YouTube, where she oversaw the largest redesign in the company's history, including the YouTube player page. She came to YouTube after two years leading Search and Consumer Products UX at Google. She approaches her work with a combined appreciation for timeless great design and transient digital technologies, and always with the end goal of improving people's lives. As she says: ""Design is creativity in service of others.""",female,0.0,8.0,0.0,female
Chip Conley,"Hospitality entrepreneur, author",Chip Conley disrupted the hospitality industry — twice.,"Why you should listen
New York Times bestselling author and hospitality entrepreneur Chip Conley founded Joie de Vivre Hospitality (JdV) at age 26, transforming an inner-city motel into the second largest boutique hotel brand in America. He sold JdV after running it as CEO for 24 years; soon thereafter, the young founders of Airbnb invited him to help transform their promising start-up into the world's leading hospitality brand. Conley served as Airbnb's Head of Global Hospitality and Strategy for four years, and today he acts as the company's Strategic Advisor for Hospitality and Leadership.Wisdom@Work: The Making of a Modern Elder is Conley's fifth book and makes the case for a new kind of ""elderhood"" and the value of intergenerational collaboration. His previous books, PEAK and Emotional Equations, are inspired by the works of famed psychologists Abraham Maslow and Viktor Frankl and their theories on transformation and meaning.Conley is the founder of the world's first ""midlife wisdom school,"" the Modern Elder Academy in Baja California Sur, Mexico, where students learn how to repurpose a lifetime of experience. He's also the founder of Fest300 (part of Everfest) and San Francisco's Celebrity Pool Toss and Hotel Hero Awards. Conley holds a BA and MBA from Stanford University, and an honorary doctorate in psychology from Saybrook University. He serves on the boards of the Burning Man Project and the Esalen Institute, home of the Conley Library.Photo: Marc Olivier Leblanc",male,5.0,0.0,2.0,male
Marian Bantjes,"Designer, illustrator, typographer","At the intersection of word and form, Marian Bantjes makes her art.","Why you should listen
Organic, logical, complex, beautiful: Marian Bantjes' illustrations draw on her deep relationship with letterforms (she was a typesetter for ten years). With flowing lines, filigree and generosity, she plays in the space between a and b and c. Her illustration work has appeared in Wired, Wallpaper, the Walrus and many other magazines and newspapers worldwide, and once took over Saks Fifth Avenue top to bottom. She's also a blunt and funny writer on design and other matters, an advocate for self-reinvention, self-education (and formal education) and continuous self-appraisal. She works from her home on an island near Vancouver and sends legendary Valentine's Day cards.
What others say

“I would like to be remembered as someone who was always full of surprises.” — Marian Bantjes",female,0.0,7.0,0.0,female
Hillel Cooperman,"Entrepreneur, Lego enthusiast","When Hillel Cooperman isn't running his startup or seeking out the world's best food, he's investigating the secret underground world of Lego toys.","Why you should listen
Seattle-based entrepreneur and Lego enthusiast Hillel Cooperman founded Jackson Fish Market, a web software consultancy and design firm that has helped brands like Bing and WeSeed define their user experience.His food exploration blog/review storehouse TastingMenu  focuses on ""identifying, documenting and recommending superlative restaurant and eating experiences from all over the world.""
What others say

“The Dark Ages are the time between when you put away the Lego for the last time as a kid and [when] you decide as an adult that it is okay to play with a kids' toy.” — Hillel Cooperman",male,1.0,0.0,1.0,male
Carter Emmart,"Scientist, Artist ","Carter Emmart uses astronomy and computational modeling to create scientifically accurate, three-dimensional tours of our universe. ","Why you should listen
As the Director of Astrovisualization at the American Museum of Natural History, Carter Emmart directs their groundbreaking space shows and heads up development of an interactive 3D atlas called The Digital Universe. He coordinates scientists, programmers and artists to produce scientifically accurate yet visually stunning and immersive space experiences in the AMNH’s Hayden Planetarium. Over the last decade, he has directed four shows: Passport to the Universe, The Search for Life: Are we Alone?, Cosmic Collisions and Journey to the Stars. Emmart’s interest in space began early, and at ten he was taking astronomy courses in the old Hayden. As a child born into a family of artists, he naturally combined his love of science with his tendency for visualization. His first work was in architectural modeling, soon moving on to do scientific visualization for NASA and the National Center for Atmospheric Research, before joining the AMNH.
What others say

“My job is to translate the difficulty of science into understandable stories.” — Carter Emmart",male,7.0,0.0,1.0,male
Mitchell Joachim,"Architect, designer","Soft cars, jet packs and houses made of meat are all in a day's work for urban designer, architect and TED Fellow Mitchell Joachim.","Why you should listen
Mitchell Joachim is a leader in ecological design and urbanism. He is a co-founder of Terreform ONE and Terrefuge, and is on the faculty at Columbia University and Parsons. Formerly he was an architect at Gehry Partners and Pei Cobb Freed, and he has been awarded the Moshe Safdie Research Fellowship. Joachim won the History Channel and Infiniti Design Excellence Award for the City of the Future, and Time Magazine's ""Best Invention of the Year 2007"" for his Compacted Car with MIT's Smart Cities. His project, Fab Tree Hab, has been exhibited at MoMA and widely published. He was chosen by Wired for ""The 2008 Smart List: 15 People the Next President Should Listen To.""
What others say

“The ideas that we proffer are based on off-the-shelf existing technologies. We just change the solution-bases and do things that aren't necessarily as obvious. We don't have a problem with thinking about science fiction -- in fact we actually embrace it.” — Mitchell Joachim",male,6.0,0.0,0.0,male
Benoit Mandelbrot,Mathematician,"Benoit Mandelbrot's work led the world to a deeper understanding of fractals, a broad and powerful tool in the study of roughness, both in nature and in humanity's works.","Why you should listen
Studying complex dynamics in the 1970s, Benoit Mandelbrot had a key insight about a particular set of mathematical objects: that these self-similar structures with infinitely repeating complexities were not just curiosities, as they'd been considered since the turn of the century, but were in fact a key to explaining non-smooth objects and complex data sets -- which make up, let's face it, quite a lot of the world. Mandelbrot coined the term ""fractal"" to describe these objects, and set about sharing his insight with the world.The Mandelbrot set (expressed as z² + c) was named in Mandelbrot's honor by Adrien Douady and John H. Hubbard. Its boundary can be magnified infinitely and yet remain magnificently complicated, and its elegant shape made it a poster child for the popular understanding of fractals. Led by Mandelbrot's enthusiastic work, fractal math has brought new insight to the study of pretty much everything, from the behavior of stocks to the distribution of stars in the universe.Benoit Mandelbrot appeared at the first TED in 1984, and returned in 2010 to give an overview of the study of fractals and the paradigm-flipping insights they've brought to many fields. He died in October 2010 at age 85. Read more about his life on NYBooks.com >>
What others say

“The most important thing I have done is to combine something esoteric with a practical issue that affects many people.” — Benoit Mandelbrot",male,3.0,0.0,0.0,male
Kevin Stone,"Surgeon, inventor","Kevin Stone's clinic treats joint injury using the latest in bio-medicine: reconstructing damaged tissue, even replacing whole joint parts, with lab-grown cartilage and ligament.","Why you should listen
Orthopedic surgeon Kevin Stone knows mobility means more than just where you go -- it's the foundation for a fulfilling daily life. (True whether you're an athlete or not.) His Stone Clinic specializes in ""biologic knee replacement"": replacing damaged joint parts, not with artificial components, but with lab-grown tissue and parts from human donors. He and team are spearheading new techniques that use animal tissue but avoid the complications associated with animal-to-human transplantations.Stone has consulted publications such as The Wall Street Journal and Newsweek as a medical expert; he has contributed to TV programs such as ESPN's ""Treating Athletes in the New Millennium"" and The Discovery Channel.
What others say

“We can re-grow these surfaces biologically. Why isn't that good enough? There's not enough donor cycles. ... The solution is animal tissue.” — Kevin Stone",male,3.0,0.0,0.0,male
Stacey Kramer,Brand strategist,Stacey Kramer has traveled the United States and the world helping to create names and brands for growing companies.,"Why you should listen
Co-founder of Brandplay, a brand strategy firm, Stacey Kramer also founded Word for Word, a naming and branding consultancy serving national and global companies -- from big, recognizable names to next year's newsmaking startups.In 2009, Kramer found herself confronting a terrifying diagnosis: a CAT scan revealed she had a brain  tumor -- the size of a golf ball. She told her remarkable, personal story at TED2010.
What others say

“The next time you face something that's unexpected, unwanted, and uncertain, consider that it just may be a gift.” — Stacey Kramer",female,0.0,4.0,0.0,female
David Byrne,"Musician, artist, writer","David Byrne builds an idiosyncratic world of music, art, writing and film.","Why you should listen
Musician, author, filmmaker, curator, conservationist, digital music theorist, bicycle advocate, urban designer, visual artist, humanist ... David Byrne has many ways of expressing himself -- all of them heartfelt, authentic and thought-provoking.
From his groundbreaking recording career, first with Talking Heads and then as a solo artist and collaborator, to his recent use of digital media to connnect his creations to the world, he has been meshing art and technology to create jaw-dropping, soulful masterpieces that tell a story, and often invoke his audience to create some masterpieces of their own. In a recent art installation, Playing the Building, Byrne transformed an empty building into a musical instrument, and then invited visitors to play it. 
His book Bicycle Diaries is a journal of what he thought and experienced while cycling through the cities of the world. And his 2012 book How Music Works expands on his 2010 TEDTalk to imagine how music is shaped by its time and place. 
In David Byrne's 2010 TEDTalk, the image of CBGB comes from Joseph O. Holmes' CBGB series >>  ",male,10.0,0.0,2.0,male
Andrew Bird,Musician,"Andrew Bird is a virtual one-man band — he’s a singer and songwriter and plays the violin, guitar, glockenspiel.","Why you should listen
Andrew Bird began to play the violin at age 4, learning to play Bach and Mozart by ear as if they were folk tunes. Though raised on classical repertoire, he still has little use for the written note and spins melody and words out of his cumulative experience, mixing elements of many genres without confining itself to any one in particular. While his early work with his band Bowl of Fire was influenced by pre-war jazz and showcased his violin skills, his sound began to evolve in an indie-folk direction after he went solo. But indie-folk -- or any single genre -- is just a backbone for a swirl of loops, samples and gorgeously rich instrumentation underpinning lyrics of mysterious import. In 2002, Bird flew his Chicago coop for rural Illinois to live the rural life (yes, he had chickens) and set up his studio in a converted barn. This new environment inspired his 2003 solo album, Weather Systems, which has a surreal quality and poetic, thought-provoking lyrics. His sound progressed further with his 2005 album, The Mysterious Production of Eggs, which used multitrack recorders and loop pedals to layer samples, and featured more guitar, whistling and glockenspiel. Bird released his fifth solo album, Noble Beast, in early 2009 to acclaim; he's now working on a film score and an art installation.
What others say

“The violin is just the easiest way I have to express what's in my head.  I'll just fully, unconsciously do whatever it takes to make that sound happen.” — Andrew Bird",male,14.0,0.0,1.0,male
Denis Dutton,Philosopher,"Denis Dutton was a philosophy professor and the editor of Arts & Letters Daily. In his book The Art Instinct, he suggested that humans are hard-wired to seek beauty.","Why you should listen
Why do humans take pleasure in making art? In his 2009 book The Art Instinct, philosopher Denis Dutton suggested that art is a need built into our systems, a complex and subtle evolutionary adaptation comparable to our facility for language. We humans evolved to love art because it helps us survive; for example, a well-expressed appreciation of art can -- even in modern times -- help us to find a mate. It’s a bold argument to make, bolstered by examples from the breadth of art history that Dutton kept at his fingertips.Dutton taught philosophy at the University of Canterbury in New Zealand, and was the editor of Arts & Letters Daily, a three-column compendium of culture news from all over the web. (His own homepage  is another storehouse of tidbits from his wide-ranging explorations in philosophy and culture.) He was on the advisory board of Cybereditions, a publisher specializing in ebooks and print-on-demand editions of nonfiction works. And he was an editor of Climate Debate Daily, a lively blog that takes a skeptical view of some climate-change arguments.Dutton died from cancer in December 2010.",male,8.0,0.0,0.0,male
Wadah Khanfar,Journalist,"As the Director General of Al Jazeera from 2003-2011, Wadah Khanfar worked to bring rare liberties like information, transparency and dissenting voices to repressive states and political hot zones.","Why you should listen
From war correspondent to Baghdad bureau chief to Director General from 2003 until he stepped down in 2011, Wadah Khanfar worked through the closure and bombing of Al Jazeera's bureaus, the torture and murder of its journalists and state propaganda smears. Al Jazeera's approach to journalism emphasizes ""re-thinking authority, giving a voice to the voiceless,"" Khanfar said in an interview with TIME.No news network has attracted as much controversy as Al Jazeera. Khanfar, in turn, became the lightning rod for dispute on the organization's place in politics, both in its home region and abroad. (In the West, editorials have accused him of sympathizing with terrorists; in his own region, of fanning instability.) 
What others say

“Ten years ago, Arabia was controlled by governments, and therefore the media -- mainly TV stations -- were pushing only one line, which was the government's vision about reality and politics. When Al Jazeera came, it changed all of that, and suddenly you find people from different political parties and opposition leaders appearing on the screen, speaking to the audiences with their opinions ...” — Wadah Khanfar, in an interview with PBS/Frontline",male,3.0,0.0,1.0,male
JR,Street artist,"With a camera, a dedicated wheatpasting crew and the help of whole villages and favelas, 2011 TED Prize winner JR shows the world its true face.","Why you should listen
Working anonymously, pasting his giant images on buildings, trains and bridges, the often-guerrilla artist JR forces us to see each other. Traveling to distant, often dangerous places -- the slums of Kenya, the favelas of Brazil -- he infiltrates communities, befriending inhabitants and recruiting them as models and collaborators. He gets in his subjects’ faces with a 28mm wide-angle lens, resulting in portraits that are unguarded, funny, soulful, real, that capture the sprits of individuals who normally go unseen. The blown-up images pasted on urban surfaces -– the sides of buses, on rooftops -- confront and engage audiences where they least expect it. Images of Parisian thugs are pasted up in bourgeois neighborhoods; photos of Israelis and Palestinians are posted together on both sides of the walls that separate them.JR's gained widespread attention for his project, ""Women Are Heroes,"" which depicted women ""dealing with the effects of war, poverty, violence, and oppression” from Rio de Janeiro, Phnom Penh and Delhi to several cities in Africa. His TED Prize wish opened an even wider lens on the world. With the prize, he launched INSIDE OUT -- a global participatory art project. INSIDE OUT invites everyone to share their portrait and transform messages of personal identity into public art.
What others say

“'INSIDE OUT' can be thought of either as an extreme diminishment of artistic ego or as a celebration of it, with the artist’s brand propagated by many clones.” — The New Yorker",male,7.0,0.0,3.0,male
Wael Ghonim,Internet activist and computer engineer,"Wael Ghonim believes that the Internet can be the most powerful platform for connecting humanity, if we can bring civility and thoughtful conversations back to it.","Why you should listen
Wael Ghonim is a computer engineer, an Internet activist, and a social entrepreneur. He is a co-founder of Parlio, a new media platform for public conversations that rewards civility, which has been acquired by Quora. Wael is a senior fellow at Ash Center for Democratic Governance at Harvard University.Wael spent 6 years at Google during which he used to head up Marketing and Product in the MENA region responsible of driving the growth of Google's products across the region and evangelizing the use of the Internet and growing the Arabic content in the region.In 2011, Wael was nominated for the Nobel Peace Prize, was named one of Time 100's most influential and received JFK Profile in Courage Award. Coined the ""keyboard freedom fighter,"" he used the power of the internet and social media to fight for social justice, democracy and human rights in Egypt.He is the founder of ""Tahrir Academy"", a nonprofit online knowledge sharing platform for Arab youth. Wael received his Bachelor's Degree in Computer Engineering from Cairo University and earned an MBA from the American University in Cairo.",male,4.0,0.0,0.0,male
Anthony Atala,Surgeon,"Anthony Atala asks, ""Can we grow organs instead of transplanting them?"" His lab at the Wake Forest Institute for Regenerative Medicine is doing just that — engineering over 30 tissues and whole organs.","Why you should listen
Anthony Atala is the director of the Wake Forest Institute for Regenerative Medicine, where his work focuses on growing and regenerating tissues and organs. His team engineered the first lab-grown organ to be implanted into a human -- a bladder -- and is developing experimental fabrication technology that can ""print"" human tissue on demand.In 2007, Atala and a team of Harvard University researchers showed that stem cells can be harvested from the amniotic fluid of pregnant women. This and other breakthroughs in the development of smart bio-materials and tissue fabrication technology promises to revolutionize the practice of medicine.
What others say

“Anthony Atala bakes things that will make you feel good inside, but we're not talking cakes and muffins.” — PBS",male,3.0,0.0,1.0,male
Sal Khan,Educator and social entrepreneur,"In 2004, Sal Khan, a hedge fund analyst, began making math tutorials for his cousins. Twelve years later, Khan Academy has more than 42 million registered users from 190 countries, with tutorials on subjects from basic math through economics, art history, computer science, health, medicine and more.","Why you should listen
Salman ""Sal"" Khan is the founder and chief executive officer of Khan Academy, a not-for-profit with a mission of providing a free, world-class education for anyone, anywhere.Khan Academy started as a passion project in 2004. Khan's cousin was struggling with math, so he tutored her remotely and posted educational videos on YouTube. So many people watched the videos that eventually Khan quit his job at a hedge fund and pursued Khan Academy full time. Today Khan Academy has more than 100 employees in Mountain View, California. Khan Academy believes learners of all ages should have unlimited access to free educational content they can master at their own pace. Its resources cover preschool through early college education, including math, grammar, biology, chemistry, physics, economics, finance and history. Additionally, Khan Academy offers free personalized SAT test prep in partnership with the test developer, the College Board. More than 42 million registered users access Khan Academy in dozens of languages across 190 countries.Khan has been profiled by ""60 Minutes,"" featured on the cover of Forbes, and recognized as one of TIME’s ""100 Most Influential People in the World."" In his book, The One World Schoolhouse: Education Reimagined, Sal outlines his vision for the future of education.Khan holds three degrees from MIT and an MBA from Harvard Business School.",last case,5.0,1.0,2.0,
Deb Roy,Cognitive scientist,"Deb Roy studies how children learn language, and designs machines that learn to communicate in human-like ways. On sabbatical from MIT Media Lab, he's working with the AI company Bluefin Labs.","Why you should listen
Deb Roy directs the Cognitive Machines group   at the MIT Media Lab, where he studies how  children learn language, and designs machines that learn to communicate  in human-like ways. To enable this work, he has pioneered new  data-driven methods for analyzing and modeling human linguistic and  social behavior. He has authored numerous scientific papers on  artificial intelligence, cognitive modeling, human-machine interaction,  data mining, and information visualization.  Deb Roy  was the co-founder and serves as CEO of Bluefin Labs, a  venture-backed technology company. Built upon deep machine learning  principles developed in his research over the past 15 years, Bluefin has  created a technology platform that analyzes social media commentary to  measure real-time audience response to TV ads and shows.Follow Deb Roy on Twitter>Roy adds some relevant papers: Deb Roy. (2009). New Horizons in the Study of Child Language Acquisition. Proceedings of Interspeech 2009. Brighton, England.  bit.ly/fSP4Qh  Brandon C. Roy, Michael C. Frank and Deb Roy. (2009). Exploring word  learning in a high-density longitudinal corpus. Proceedings of the 31st  Annual Meeting of the Cognitive Science Society. Amsterdam, Netherlands.  bit.ly/e1qxej  Plenty more papers on our research including technology and methodology  can be found here, together with other research from my lab at MIT: bit.ly/h3paSQ  The work that I mentioned on relationships between television content and the social graph is being done at Bluefin Labs (www.bluefinlabs.com).  Details of this work have not been published. The social structures we  are finding (and that I highlighted in my TED talk) are indeed new. The  social media communication channels that are leading to their formation  did not even exist a few years ago, and Bluefin's technology platform  for discovering these kinds of structures is the first of its kind.  We'll certainly have more to say about all this as we continue to dig  into this fascinating new kind of data, and as new social structures  continue to evolve! ",male,4.0,0.0,1.0,male
David Brooks,Op-ed columnist ,"Writer and thinker David Brooks has covered business, crime and politics over a long career in journalism. ","Why you should listen
David Brooks became an Op-Ed columnist for The New York Times in September 2003. He is currently a commentator on ""The PBS Newshour,"" NPR’s ""All Things Considered"" and NBC's ""Meet the Press.""He is the author of Bobos in Paradise and The Social Animal. In April 2015, he released with his fourth book, The Road to Character, which was a #1 New York Times bestseller.Brooks also teaches at Yale University, and is a member of the American Academy of Arts & Sciences.Born on August 11, 1961 in Toronto, Canada, Brooks graduated a bachelor of history from the University of Chicago in 1983. He became a police reporter for the City News Bureau, a wire service owned jointly by the Chicago Tribune and Sun-Times.He worked at The Washington Times and then The Wall Street Journal for nine years. His last post at the Journal was as Op-ed Editor. Prior to that, he was posted in Brussels, covering Russia, the Middle East, South Africa and European affairs. His first post at the Journal was as editor of the book review section, and he filled in as the Journal's movie critic.He also served as a senior editor at The Weekly Standard for 9 years, as well as contributing editor for The Atlantic and Newsweek.",male,8.0,0.0,0.0,male
Janna Levin,Physicist,"Janna Levin is a professor of physics and astronomy at Barnard, where she studies the early universe, chaos, and black holes. She's the author of  “How the Universe Got Its Spots"" and the novel “A Madman Dreams of Turing Machines.”","Why you should listen
Janna Levin is a Professor of Physics and Astronomy at Barnard College of Columbia University. Her scientific research concerns the early universe, chaos and black holes. Her second book – a novel, A Madman Dreams of Turing Machines – won the PEN/Bingham Fellowship for Writers and was a  runner-up for the PEN/Hemingway award for ""a distinguished book of first  fiction."" She is the author of the popular science book, How the Universe Got Its Spots: Diary of a Finite Time in a Finite Space.  She holds a BA in Physics and Astronomy from Barnard College with a  concentration in Philosophy, and a PhD from MIT in Physics. She has  worked at the Center for Particle Astrophysics (CfPA) at the University  of California, Berkeley before moving to the UK where she worked at  Cambridge University in the Department of Applied Mathematics and Theoretical Physics  (DAMTP). Just before returning to New York, she was the first scientist-in-residence at the Ruskin School of Fine Art and Drawing at Oxford with an award from the National Endowment for Science, Technology, and Arts (NESTA).Listen to a Q&A with another TED speaker, Krista Tippett  -- where they talk math and faith and truth and more ...
What others say

“Thanks to TED I just listened to the sound of Space. What a beautiful sound.” — Sabrina Constance Hill via Facebook",female,0.0,8.0,1.0,female
Mark Bezos,"Activist, volunteer firefighter","Mark Bezos works at Robin Hood, a poverty-fighting charity in New York City, and the assistant captain of a volunteer fire company in suburban New York.","Why you should listen
Mark Bezos is the SVP, Development, Communications & Events at Robin Hood, the leading poverty-fighting charity in New York City. Bezos joined Robin Hood following the sale of his advertising agency, excited to have found a way to use his powers of persuasion for good. Bezos is the Assistant Captain of a volunteer fire company in Westchester County, New York, where he lives with his wife and four children. He is continuously amazed and motivated by the everyday acts of heroism--big and small--that surround him.
What others say

“Fire fighting volunteer saves pair of shoes. Small acts or small, all matter. Get in game. Save the shoes :-) #TED” — @rickrommel",male,6.0,0.0,0.0,male
Sarah Kay,Poet,"A performing poet since she was 14 years old, Sarah Kay is the founder of Project VOICE, an organization that uses spoken word poetry as a literacy and empowerment tool.","Why you should listen
Plenty of 14-year-old girls write poetry. But few hide under the bar of the famous Bowery Poetry Club in Manhattan’s East Village absorbing the talents of New York’s most exciting poets. Not only did Sarah Kay do that -- she also had the guts to take its stage and hold her own against performers at least a decade her senior. Her talent for weaving words into poignant, funny, and powerful performances paid off. Sarah holds a Masters degree in the art of teaching from Brown University and an honorary doctorate in humane letters from Grinnell College. Her first book, B, was ranked the number one poetry book on Amazon.com. Her second book, No Matter the Wreckage, is available from Write Bloody Publishing.Sarah also founded Project VOICE, an organization that uses spoken word poetry as a literacy and empowerment tool. Project VOICE runs performances and workshops to encourage people to engage in creative self-expression in schools and communities around the world.
What others say

“A day with Sarah Kay reminded me of poetry's power to help us make sense of our lives, to see the world in a new way.” — Deb Martin, Rowan University",female,0.0,7.0,0.0,female
Isabel Behncke,Primatologist,Isabel Behncke applies an evolutionary lens to human questions like: Why do we play?,"Why you should listen
Isabel Behncke (MSc University College London, MPhil, Cambridge University; PhD, Oxford University) is a New York- and Oxford-based behavioural and evolutionary scientist working on the nature of social animals … including humans. She’s from the mountains of Chile and loves wild things.   After walking 3000+ km in the jungles of Congo observing the social behaviour of bonobo apes -- our closest living relatives -- in field research, Dr. Behncke now applies an evolutionary lens to questions that lie at the core of social life and creativity: Why do we go to festivals? Why does trust require risk taking? Why do adults need to play in order to not just feel alive, but also maintain health, creativity and social bonds? Why do cities need to be not just ‘smart’ but also enjoyable? And crucially why is it that the more digital we get, the more understanding of evolution we need?   She enjoys consulting and engagement in different forms, has spoken at WIRED, the G20, House of Lords, United Nations, twice at the main TED event, and around the fire in Patagonia. She also has been part of numerous radio programmes, including NPR and BBC Radio 4. She has been featured in a number of television documentaries (BBC and National Geographic) and independent cinema (e.g., ‘Bounce: How the Ball taught the World to Play’). ",female,0.0,3.0,0.0,female
Eythor Bender,Berkeley Bionics' CEO,"Eythor Bender is the CEO of Berkeley Bionics, which augments humans with wearable, powered and artificially intelligent devices called exoskeletons or ""wearable robots.""","Why you should listen
Eythor Bender is the CEO of Berkeley Bionics, which augments humans with wearable, powered and artificially intelligent devices called exoskeletons or ""wearable robots."" User of the HULC (Human Universal Load Carrier) can carry up to 200 pounds for hours and over all terrains. eLEGS, an exoskeleton for wheelchair users, powers paraplegics up to get them standing and walking.Bender has fostered innovation with bionic and orthopedic technologies throughout his career, taking them from unconventional approaches to sustainable, FDA-approved products that help individuals participate in their community. Such was the case with the boomerang-shaped prosthesis Cheetah Flex-Foot by Ossur, worn by the history-making bilateral amputee Oscar Pistorius. Bender's team fought for, and won, Pistorius' right to compete in the Olympics.
What others say

“Seriously, everyone: a soldier just walked onto the #TED stage wearing a functional exoskeleton.” — @hodgman",non-binary,1.0,0.0,3.0,
Ralph Langner,Security consultant,Ralph Langner is a German control system security consultant. He has received worldwide recognition for his analysis of the Stuxnet malware.,"Why you should listen
Ralph Langner heads Langner, an independent cyber-security firm that specializes in control systems -- electronic devices that monitor and regulate other devices, such as manufacturing equipment. These devices' deep connection to the infrastructure that runs our cities and countries has made them, increasingly, the targets of an emerging, highly sophisticated type of cyber-warfare. And since 2010, when the Stuxnet computer worm first reared its head, Langner has stood squarely in the middle of the battlefield.As part of a global effort to decode the mysterious program, Langner and his team analyzed Stuxnet's data structures, and revealed what he believes to be its ultimate intent: the control system software known to run centrifuges in nuclear facilities -- specifically, facilities in Iran. Further analysis by Langner uncovered what seem to be Stuxnet's shocking origins, which he revealed in his TED2011 talk. (PS: He was right.)",male,7.0,0.0,1.0,male
Handspring Puppet Co.,Puppeteers,"Basil Jones and Adrian Kohler, of Handspring Puppet Company, bring the emotional complexity of animals to the stage with their life-size puppets. Their latest triumph: ""War Horse.""","Why you should listen
Handspring Puppet Company was founded in 1981 by four graduates of the Michaelis School of Fine Art in Cape Town, South Africa. Two of the co-founders, Adrian Kohler and Basil Jones, continue to run the company. Originally they created shows for children and thereafter works for adult audiences. Arguably one of the greatest puppetry companies in the world, Handspring has since collaborated with a succession of innovative South Africa directors including Malcolm Purkey, Barney Simon and artist William Kentridge.
Apart from seasons throughout theatres across South Africa, Handspring has been presented at many international festivals including Edinburgh, the Avignon Festival, the Next Wave Festival at BAM in New York, The African Odyssey Festival at the Kennedy Centre in Washington, Theatre d' Automne in Paris, Theatre der Welt in Germany, as well as in Hong Kong, Singapore, Adelaide, Zurich and Bogota.
The company provides an artistic home and professional base for a core group of performers, designers, theatre artists and technicians who collaborate with them on a project basis. Based in South Africa they continue to explore the boundaries of adult puppet theatre within an African context.
""War Horse"" is currently playing in London, at the New London Theatre, and opens in New York at Lincoln Center on April 14, 2011.",non-binary,0.0,0.0,5.0,
