,subject,verb,term_freq,doc_freq,tfidf
1386,she,assault,1,1,0.14569181880198298
1387,she,aspire,1,1,0.14569181880198298
1388,he,count,1,1,0.14569181880198298
1389,she,approach,1,1,0.14569181880198298
1390,she,apply,1,1,0.14569181880198298
1391,she,animate,1,1,0.14569181880198298
1392,he,cram,1,1,0.14569181880198298
1393,she,aim,1,1,0.14569181880198298
1394,she,age,2,1,0.29138363760396596
1395,she,dance,1,1,0.14569181880198298
1396,she,date,1,1,0.14569181880198298
1397,he,combine,1,1,0.14569181880198298
1398,she,hang,1,1,0.14569181880198298
1399,she,imitate,1,1,0.14569181880198298
1400,she,ignore,1,1,0.14569181880198298
1401,she,hug,1,1,0.14569181880198298
1402,he,charge,1,1,0.14569181880198298
1403,he,chase,1,1,0.14569181880198298
1404,he,chew,1,1,0.14569181880198298
1405,she,hat,2,1,0.29138363760396596
1406,she,hand,2,1,0.29138363760396596
1407,she,form,1,1,0.14569181880198298
1408,she,hallucinate,1,1,0.14569181880198298
1409,she,graze,1,1,0.14569181880198298
1410,she,graduate,1,1,0.14569181880198298
1411,he,chill,1,1,0.14569181880198298
1412,he,chronicle,1,1,0.14569181880198298
1413,he,circle,2,1,0.29138363760396596
1414,he,claim,1,1,0.14569181880198298
1415,she,incarnate,1,1,0.14569181880198298
1416,she,inject,1,1,0.14569181880198298
1417,she,instal,1,1,0.14569181880198298
1418,she,interact,1,1,0.14569181880198298
1419,she,light,1,1,0.14569181880198298
1420,she,lift,1,1,0.14569181880198298
1421,she,lie,1,1,0.14569181880198298
1422,she,let,1,1,0.14569181880198298
1423,he,certify,1,1,0.14569181880198298
1424,he,chain,1,1,0.14569181880198298
1425,she,lean,1,1,0.14569181880198298
1426,she,launch,1,1,0.14569181880198298
1427,she,laugh,1,1,0.14569181880198298
1428,she,knight,1,1,0.14569181880198298
1429,she,kneel,1,1,0.14569181880198298
1430,she,kill,1,1,0.14569181880198298
1431,she,kidnap,1,1,0.14569181880198298
1432,he,channel,1,1,0.14569181880198298
1433,she,jump,1,1,0.14569181880198298
1434,she,fund,1,1,0.14569181880198298
1435,she,forgive,1,1,0.14569181880198298
1436,she,decode,1,1,0.14569181880198298
1437,she,disturb,1,1,0.14569181880198298
1438,she,dump,1,1,0.14569181880198298
1439,she,dry,1,1,0.14569181880198298
1440,she,drown,1,1,0.14569181880198298
1441,he,coach,2,1,0.29138363760396596
1442,she,drive,1,1,0.14569181880198298
1443,she,draw,1,1,0.14569181880198298
1444,he,collect,1,1,0.14569181880198298
1445,she,distribute,1,1,0.14569181880198298
1446,she,forbid,1,1,0.14569181880198298
1447,she,distract,1,1,0.14569181880198298
1448,she,discover,1,1,0.14569181880198298
1449,she,disappear,1,1,0.14569181880198298
1450,she,diagnose,1,1,0.14569181880198298
1451,she,design,1,1,0.14569181880198298
1452,she,deserve,1,1,0.14569181880198298
1453,she,decry,1,1,0.14569181880198298
1454,she,educate,1,1,0.14569181880198298
1455,she,emanate,1,1,0.14569181880198298
1456,she,encourage,1,1,0.14569181880198298
1457,she,end,1,1,0.14569181880198298
1458,she,flip,1,1,0.14569181880198298
1459,she,fit,1,1,0.14569181880198298
1460,he,classify,1,1,0.14569181880198298
1461,she,fill,1,1,0.14569181880198298
1462,she,figure,1,1,0.14569181880198298
1463,she,fell,1,1,0.14569181880198298
1464,she,feel,1,1,0.14569181880198298
1465,she,fear,1,1,0.14569181880198298
1466,she,fascinate,1,1,0.14569181880198298
1467,she,fall,1,1,0.14569181880198298
1468,she,face,1,1,0.14569181880198298
1469,she,exsanguinates,1,1,0.14569181880198298
1470,she,expect,1,1,0.14569181880198298
1471,she,enlighten,1,1,0.14569181880198298
1472,she,engineer,1,1,0.14569181880198298
1473,i,scurry,1,1,0.14569181880198298
1474,i,recharge,1,1,0.14569181880198298
1475,i,scrutinize,1,1,0.14569181880198298
1476,i,emit,1,1,0.14569181880198298
1477,he,synthesize,1,1,0.14569181880198298
1478,he,taste,1,1,0.14569181880198298
1479,he,tear,1,1,0.14569181880198298
1480,i,encode,1,1,0.14569181880198298
1481,i,enchant,1,1,0.14569181880198298
1482,i,emulate,1,1,0.14569181880198298
1483,i,emphasize,1,1,0.14569181880198298
1484,he,tend,1,1,0.14569181880198298
1485,i,echo,1,1,0.14569181880198298
1486,i,embody,1,1,0.14569181880198298
1487,i,embed,1,1,0.14569181880198298
1488,i,embarrass,1,1,0.14569181880198298
1489,i,embark,1,1,0.14569181880198298
1490,he,terrorize,1,1,0.14569181880198298
1491,i,elect,1,1,0.14569181880198298
1492,i,educate,1,1,0.14569181880198298
1493,i,endorse,1,1,0.14569181880198298
1494,he,swim,1,1,0.14569181880198298
1495,i,enlist,1,1,0.14569181880198298
1496,i,enrol,1,1,0.14569181880198298
1497,i,exist,1,1,0.14569181880198298
1498,i,exile,1,1,0.14569181880198298
1499,i,exhibit,1,1,0.14569181880198298
1500,i,excuse,1,1,0.14569181880198298
1501,i,exchange,1,1,0.14569181880198298
1502,i,excerpt,1,1,0.14569181880198298
1503,i,exceed,1,1,0.14569181880198298
1504,i,exasperate,1,1,0.14569181880198298
1505,i,evolve,1,1,0.14569181880198298
1506,i,eradicate,1,1,0.14569181880198298
1507,i,equate,1,1,0.14569181880198298
1508,i,equal,2,1,0.29138363760396596
1509,he,surrender,1,1,0.14569181880198298
1510,i,entitle,1,1,0.14569181880198298
1511,he,surround,1,1,0.14569181880198298
1512,he,test,1,1,0.14569181880198298
1513,he,texts,1,1,0.14569181880198298
1514,i,screw,1,1,0.14569181880198298
1515,he,transport,1,1,0.14569181880198298
1516,i,dislike,1,1,0.14569181880198298
1517,i,discourage,1,1,0.14569181880198298
1518,he,translate,1,1,0.14569181880198298
1519,i,discipline,1,1,0.14569181880198298
1520,i,discharge,1,1,0.14569181880198298
1521,i,discard,1,1,0.14569181880198298
1522,i,disappear,1,1,0.14569181880198298
1523,i,digest,1,1,0.14569181880198298
1524,i,dwell,1,1,0.14569181880198298
1525,he,travel,1,1,0.14569181880198298
1526,he,traverse,1,1,0.14569181880198298
1527,i,dictate,1,1,0.14569181880198298
1528,i,dice,1,1,0.14569181880198298
1529,i,devastate,1,1,0.14569181880198298
1530,he,unroll,1,1,0.14569181880198298
1531,i,destine,1,1,0.14569181880198298
1532,i,dismantle,1,1,0.14569181880198298
1533,i,display,1,1,0.14569181880198298
1534,i,distil,1,1,0.14569181880198298
1535,i,distribute,1,1,0.14569181880198298
1536,i,duplicate,1,1,0.14569181880198298
1537,i,dumbfound,1,1,0.14569181880198298
1538,i,drown,1,1,0.14569181880198298
1539,he,theorize,1,1,0.14569181880198298
1540,i,drift,1,1,0.14569181880198298
1541,he,thrill,1,1,0.14569181880198298
1542,he,tighten,1,1,0.14569181880198298
1543,i,drape,1,1,0.14569181880198298
1544,he,title,1,1,0.14569181880198298
1545,he,toss,1,1,0.14569181880198298
1546,i,douse,1,1,0.14569181880198298
1547,he,tow,1,1,0.14569181880198298
1548,i,doled,1,1,0.14569181880198298
1549,he,track,1,1,0.14569181880198298
1550,he,trade,1,1,0.14569181880198298
1551,i,exit,1,1,0.14569181880198298
1552,he,surmise,1,1,0.14569181880198298
1553,he,surf,1,1,0.14569181880198298
1554,i,fumble,1,1,0.14569181880198298
1555,he,smite,1,1,0.14569181880198298
1556,i,georges,1,1,0.14569181880198298
1557,i,gaze,1,1,0.14569181880198298
1558,he,smuggle,1,1,0.14569181880198298
1559,he,sober,1,1,0.14569181880198298
1560,i,fuse,1,1,0.14569181880198298
1561,i,fund,1,1,0.14569181880198298
1562,i,fulfill,1,1,0.14569181880198298
1563,i,experiment,1,1,0.14569181880198298
1564,i,fry,1,1,0.14569181880198298
1565,i,frustrate,1,1,0.14569181880198298
1566,i,frighten,1,1,0.14569181880198298
1567,i,free,2,1,0.29138363760396596
1568,i,frederick,1,1,0.14569181880198298
1569,i,freak,1,1,0.14569181880198298
1570,i,fracked,1,1,0.14569181880198298
1571,he,absolve,1,1,0.14569181880198298
1572,i,glimpse,1,1,0.14569181880198298
1573,i,glue,1,1,0.14569181880198298
1574,he,smell,1,1,0.14569181880198298
1575,he,sing,1,1,0.14569181880198298
1576,i,hack,1,1,0.14569181880198298
1577,i,guzzle,1,1,0.14569181880198298
1578,he,sink,1,1,0.14569181880198298
1579,he,skin,1,1,0.14569181880198298
1580,he,slap,1,1,0.14569181880198298
1581,i,grind,1,1,0.14569181880198298
1582,i,greet,1,1,0.14569181880198298
1583,i,grant,1,1,0.14569181880198298
1584,he,slash,1,1,0.14569181880198298
1585,he,sling,1,1,0.14569181880198298
1586,i,govern,1,1,0.14569181880198298
1587,i,google,1,1,0.14569181880198298
1588,i,gong,1,1,0.14569181880198298
1589,he,slip,1,1,0.14569181880198298
1590,i,forsake,2,1,0.29138363760396596
1591,he,sound,1,1,0.14569181880198298
1592,i,fork,1,1,0.14569181880198298
1593,i,file,1,1,0.14569181880198298
1594,he,strike,1,1,0.14569181880198298
1595,he,strip,1,1,0.14569181880198298
1596,he,stuff,1,1,0.14569181880198298
1597,he,stun,1,1,0.14569181880198298
1598,i,fancy,1,1,0.14569181880198298
1599,i,fall,1,1,0.14569181880198298
1600,i,fake,1,1,0.14569181880198298
1601,he,succeed,1,1,0.14569181880198298
1602,i,fade,1,1,0.14569181880198298
1603,i,extricate,1,1,0.14569181880198298
1604,i,extract,1,1,0.14569181880198298
1605,i,extend,1,1,0.14569181880198298
1606,he,supplement,1,1,0.14569181880198298
1607,i,export,1,1,0.14569181880198298
1608,he,support,1,1,0.14569181880198298
1609,he,stream,1,1,0.14569181880198298
1610,he,strangle,1,1,0.14569181880198298
1611,he,sow,1,1,0.14569181880198298
1612,he,stir,1,1,0.14569181880198298
1613,he,speed,1,1,0.14569181880198298
1614,i,forge,1,1,0.14569181880198298
1615,he,spell,1,1,0.14569181880198298
1616,i,forbear,1,1,0.14569181880198298
1617,i,fool,1,1,0.14569181880198298
1618,he,spike,1,1,0.14569181880198298
1619,he,spoil,1,1,0.14569181880198298
1620,i,flush,1,1,0.14569181880198298
1621,i,flee,1,1,0.14569181880198298
1622,i,flatter,1,1,0.14569181880198298
1623,i,flatten,1,1,0.14569181880198298
1624,i,flash,1,1,0.14569181880198298
1625,i,flame,1,1,0.14569181880198298
1626,he,stay,1,1,0.14569181880198298
1627,he,stick,1,1,0.14569181880198298
1628,he,unscrew,1,1,0.14569181880198298
1629,he,upset,1,1,0.14569181880198298
1630,he,urinate,1,1,0.14569181880198298
1631,i,caricature,3,1,0.4370754564059489
1632,i,center,1,1,0.14569181880198298
1633,i,celebrate,1,1,0.14569181880198298
1634,i,agonize,1,1,0.14569181880198298
1635,i,cause,1,1,0.14569181880198298
1636,i,agree,1,1,0.14569181880198298
1637,i,alexander,1,1,0.14569181880198298
1638,i,alienate,1,1,0.14569181880198298
1639,i,allude,1,1,0.14569181880198298
1640,i,account,1,1,0.14569181880198298
1641,i,captivate,1,1,0.14569181880198298
1642,i,campaign,1,1,0.14569181880198298
1643,i,amiss,1,1,0.14569181880198298
1644,i,calculate,1,1,0.14569181880198298
1645,i,caddy,1,1,0.14569181880198298
1646,i,amplify,1,1,0.14569181880198298
1647,i,bury,1,1,0.14569181880198298
1648,i,chair,1,1,0.14569181880198298
1649,i,chaperon,1,1,0.14569181880198298
1650,i,characterize,1,1,0.14569181880198298
1651,i,charge,1,1,0.14569181880198298
1652,i,clip,1,1,0.14569181880198298
1653,i,cling,1,1,0.14569181880198298
1654,i,accuse,1,1,0.14569181880198298
1655,i,clear,1,1,0.14569181880198298
1656,i,clean,1,1,0.14569181880198298
1657,i,cite,1,1,0.14569181880198298
1658,i,circulate,1,1,0.14569181880198298
1659,i,circle,1,1,0.14569181880198298
1660,i,christmas,1,1,0.14569181880198298
1661,i,chop,1,1,0.14569181880198298
1662,i,acknowledge,1,1,0.14569181880198298
1663,i,checkerboard,1,1,0.14569181880198298
1664,i,cheat,2,1,0.29138363760396596
1665,i,adjust,1,1,0.14569181880198298
1666,i,charter,1,1,0.14569181880198298
1667,i,analyze,1,1,0.14569181880198298
1668,i,bump,1,1,0.14569181880198298
1669,i,animate,1,1,0.14569181880198298
1670,i,bestraddled,1,1,0.14569181880198298
1671,i,arrive,1,1,0.14569181880198298
1672,i,ascribe,1,1,0.14569181880198298
1673,i,befriend,1,1,0.14569181880198298
1674,i,assume,1,1,0.14569181880198298
1675,i,beautify,1,1,0.14569181880198298
1676,i,astonish,1,1,0.14569181880198298
1677,i,attach,2,1,0.29138363760396596
1678,i,attack,1,1,0.14569181880198298
1679,i,bawl,1,1,0.14569181880198298
1680,i,batter,1,1,0.14569181880198298
1681,i,attribute,1,1,0.14569181880198298
1682,i,bake,1,1,0.14569181880198298
1683,i,backpedal,1,1,0.14569181880198298
1684,i,backpack,1,1,0.14569181880198298
1685,i,audit,1,1,0.14569181880198298
1686,i,bequeath,1,1,0.14569181880198298
1687,i,bind,3,1,0.4370754564059489
1688,i,bug,1,1,0.14569181880198298
1689,i,arraign,1,1,0.14569181880198298
1690,i,buff,1,1,0.14569181880198298
1691,i,annoy,1,1,0.14569181880198298
1692,i,bridge,1,1,0.14569181880198298
1693,i,bribe,1,1,0.14569181880198298
1694,i,brew,1,1,0.14569181880198298
1695,i,anticipate,1,1,0.14569181880198298
1696,i,appeal,1,1,0.14569181880198298
1697,i,brag,1,1,0.14569181880198298
1698,i,book,1,1,0.14569181880198298
1699,i,boil,1,1,0.14569181880198298
1700,i,board,1,1,0.14569181880198298
1701,i,applaud,1,1,0.14569181880198298
1702,i,appropriate,1,1,0.14569181880198298
1703,i,blind,1,1,0.14569181880198298
1704,i,blend,1,1,0.14569181880198298
1705,i,clock,1,1,0.14569181880198298
1706,i,cobble,1,1,0.14569181880198298
1707,he,vary,2,1,0.29138363760396596
1708,i,crop,1,1,0.14569181880198298
1709,i,curl,1,1,0.14569181880198298
1710,i,curate,1,1,0.14569181880198298
1711,i,cultivate,1,1,0.14569181880198298
1712,i,cue,1,1,0.14569181880198298
1713,i,crunch,2,1,0.29138363760396596
1714,i,cruise,1,1,0.14569181880198298
1715,he,weave,1,1,0.14569181880198298
1716,i,critique,1,1,0.14569181880198298
1717,i,cod,1,1,0.14569181880198298
1718,he,weigh,1,1,0.14569181880198298
1719,i,cringe,1,1,0.14569181880198298
1720,he,wet,1,1,0.14569181880198298
1721,i,crave,1,1,0.14569181880198298
1722,i,crank,1,1,0.14569181880198298
1723,he,whip,1,1,0.14569181880198298
1724,he,whisper,1,1,0.14569181880198298
1725,i,curse,1,1,0.14569181880198298
1726,i,cuss,1,1,0.14569181880198298
1727,he,wave,1,1,0.14569181880198298
1728,i,dance,1,1,0.14569181880198298
1729,i,denounce,2,1,0.29138363760396596
1730,i,delete,2,1,0.29138363760396596
1731,i,degrade,1,1,0.14569181880198298
1732,i,deflate,1,1,0.14569181880198298
1733,he,wad,1,1,0.14569181880198298
1734,i,defeat,1,1,0.14569181880198298
1735,he,wag,1,1,0.14569181880198298
1736,i,decorate,1,1,0.14569181880198298
1737,i,deconstruct,1,1,0.14569181880198298
1738,i,decline,1,1,0.14569181880198298
1739,he,wake,1,1,0.14569181880198298
1740,i,dazzle,1,1,0.14569181880198298
1741,i,daydream,1,1,0.14569181880198298
1742,he,wander,1,1,0.14569181880198298
1743,he,warn,1,1,0.14569181880198298
1744,he,wiggle,1,1,0.14569181880198298
1745,i,counsel,1,1,0.14569181880198298
1746,i,corrupt,1,1,0.14569181880198298
1747,i,conclude,2,1,0.29138363760396596
1748,i,concentrate,1,1,0.14569181880198298
1749,i,con,1,1,0.14569181880198298
1750,i,compress,2,1,0.29138363760396596
1751,i,compose,1,1,0.14569181880198298
1752,i,comply,1,1,0.14569181880198298
1753,i,-,1,1,0.14569181880198298
1754,i,compile,1,1,0.14569181880198298
1755,i,compel,1,1,0.14569181880198298
1756,i,a'walking,3,1,0.4370754564059489
1757,i,commit,1,1,0.14569181880198298
1758,i,abide,1,1,0.14569181880198298
1759,i,comment,1,1,0.14569181880198298
1760,i,abstract,1,1,0.14569181880198298
1761,i,collapse,1,1,0.14569181880198298
1762,i,cohost,1,1,0.14569181880198298
1763,i,conceptualize,1,1,0.14569181880198298
1764,i,concoct,1,1,0.14569181880198298
1765,i,correlate,1,1,0.14569181880198298
1766,i,condemn,1,1,0.14569181880198298
1767,i,correct,1,1,0.14569181880198298
1768,i,coordinate,1,1,0.14569181880198298
1769,he,wire,1,1,0.14569181880198298
1770,i,convert,2,1,0.29138363760396596
1771,i,contradict,1,1,0.14569181880198298
1772,he,withdraw,1,1,0.14569181880198298
1773,i,contemplate,1,1,0.14569181880198298
1774,he,word,1,1,0.14569181880198298
1775,i,consult,1,1,0.14569181880198298
1776,he,zip,1,1,0.14569181880198298
1777,i,conquer,1,1,0.14569181880198298
1778,he,’s,1,1,0.14569181880198298
1779,i,confound,1,1,0.14569181880198298
1780,i,confess,1,1,0.14569181880198298
1781,i,'d,1,1,0.14569181880198298
1782,he,sign,1,1,0.14569181880198298
1783,he,shut,1,1,0.14569181880198298
1784,he,shrug,1,1,0.14569181880198298
1785,i,prompt,1,1,0.14569181880198298
1786,he,mohamed,1,1,0.14569181880198298
1787,i,pump,1,1,0.14569181880198298
1788,he,monitor,1,1,0.14569181880198298
1789,he,mount,1,1,0.14569181880198298
1790,he,multiple,1,1,0.14569181880198298
1791,he,mumble,1,1,0.14569181880198298
1792,i,prop,1,1,0.14569181880198298
1793,i,promote,1,1,0.14569181880198298
1794,he,lend,1,1,0.14569181880198298
1795,he,mutilate,2,1,0.29138363760396596
1796,i,privilege,1,1,0.14569181880198298
1797,he,nail,1,1,0.14569181880198298
1798,i,princess,1,1,0.14569181880198298
1799,i,presuppose,1,1,0.14569181880198298
1800,he,nod,1,1,0.14569181880198298
1801,i,preserve,1,1,0.14569181880198298
1802,i,purchase,1,1,0.14569181880198298
1803,he,model,1,1,0.14569181880198298
1804,he,mock,1,1,0.14569181880198298
1805,he,mix,1,1,0.14569181880198298
1806,i,reconcile,1,1,0.14569181880198298
1807,he,loan,1,1,0.14569181880198298
1808,i,reclaim,1,1,0.14569181880198298
1809,i,automate,1,1,0.14569181880198298
1810,he,long,1,1,0.14569181880198298
1811,he,maintain,1,1,0.14569181880198298
1812,i,reason,1,1,0.14569181880198298
1813,i,rearrange,1,1,0.14569181880198298
1814,i,rear,1,1,0.14569181880198298
1815,i,react,1,1,0.14569181880198298
1816,i,rationalize,1,1,0.14569181880198298
1817,he,master,1,1,0.14569181880198298
1818,he,match,1,1,0.14569181880198298
1819,he,migrate,1,1,0.14569181880198298
1820,i,query,1,1,0.14569181880198298
1821,he,not,1,1,0.14569181880198298
1822,he,note,1,1,0.14569181880198298
1823,he,obtain,1,1,0.14569181880198298
1824,he,perplex,1,1,0.14569181880198298
1825,i,pester,1,1,0.14569181880198298
1826,he,persuade,1,1,0.14569181880198298
1827,i,peer,1,1,0.14569181880198298
1828,i,peel,1,1,0.14569181880198298
1829,i,peddle,1,1,0.14569181880198298
1830,i,pause,1,1,0.14569181880198298
1831,i,patent,1,1,0.14569181880198298
1832,i,pastor,2,1,0.29138363760396596
1833,he,pilot,1,1,0.14569181880198298
1834,he,pinch,1,1,0.14569181880198298
1835,i,partied,1,1,0.14569181880198298
1836,i,part,1,1,0.14569181880198298
1837,i,pant,1,1,0.14569181880198298
1838,i,palm,1,1,0.14569181880198298
1839,i,pair,1,1,0.14569181880198298
1840,he,personify,1,1,0.14569181880198298
1841,he,perform,2,1,0.29138363760396596
1842,he,occupy,1,1,0.14569181880198298
1843,he,peel,1,1,0.14569181880198298
1844,he,orchestrate,1,1,0.14569181880198298
1845,i,pound,1,1,0.14569181880198298
1846,he,organize,1,1,0.14569181880198298
1847,i,position,1,1,0.14569181880198298
1848,he,orphan,1,1,0.14569181880198298
1849,he,overpower,1,1,0.14569181880198298
1850,he,pair,1,1,0.14569181880198298
1851,he,paralyze,1,1,0.14569181880198298
1852,he,paste,1,1,0.14569181880198298
1853,i,plague,1,1,0.14569181880198298
1854,he,pat,1,1,0.14569181880198298
1855,he,patent,1,1,0.14569181880198298
1856,i,ping,1,1,0.14569181880198298
1857,i,pinch,1,1,0.14569181880198298
1858,he,pause,1,1,0.14569181880198298
1859,i,reconnect,1,1,0.14569181880198298
1860,i,recount,1,1,0.14569181880198298
1861,i,package,1,1,0.14569181880198298
1862,i,rid,1,1,0.14569181880198298
1863,he,induce,1,1,0.14569181880198298
1864,i,risk,1,1,0.14569181880198298
1865,i,rise,1,1,0.14569181880198298
1866,i,rip,1,1,0.14569181880198298
1867,he,inflict,1,1,0.14569181880198298
1868,i,rig,1,1,0.14569181880198298
1869,he,influence,1,1,0.14569181880198298
1870,i,rhode,1,1,0.14569181880198298
1871,i,recover,1,1,0.14569181880198298
1872,i,rewind,1,1,0.14569181880198298
1873,i,revisit,2,1,0.29138363760396596
1874,i,reverse,1,1,0.14569181880198298
1875,i,revere,1,1,0.14569181880198298
1876,he,inherit,1,1,0.14569181880198298
1877,he,inject,2,1,0.29138363760396596
1878,i,retrieve,1,1,0.14569181880198298
1879,he,increase,1,1,0.14569181880198298
1880,he,incorporate,1,1,0.14569181880198298
1881,i,rule,1,1,0.14569181880198298
1882,i,rummage,1,1,0.14569181880198298
1883,i,screenshotted,1,1,0.14569181880198298
1884,i,screen,1,1,0.14569181880198298
1885,he,humor,1,1,0.14569181880198298
1886,i,scramble,1,1,0.14569181880198298
1887,i,scour,1,1,0.14569181880198298
1888,i,score,1,1,0.14569181880198298
1889,i,scar,1,1,0.14569181880198298
1890,he,hunt,1,1,0.14569181880198298
1891,i,scale,1,1,0.14569181880198298
1892,he,hurt,1,1,0.14569181880198298
1893,he,imbed,1,1,0.14569181880198298
1894,he,impersonate,1,1,0.14569181880198298
1895,i,satisfy,1,1,0.14569181880198298
1896,he,improvise,2,1,0.29138363760396596
1897,i,sail,1,1,0.14569181880198298
1898,i,rethink,1,1,0.14569181880198298
1899,i,restrict,1,1,0.14569181880198298
1900,i,restore,1,1,0.14569181880198298
1901,he,kiss,1,1,0.14569181880198298
1902,i,remain,1,1,0.14569181880198298
1903,i,release,1,1,0.14569181880198298
1904,i,relax,1,1,0.14569181880198298
1905,i,relate,1,1,0.14569181880198298
1906,i,reinvent,1,1,0.14569181880198298
1907,i,reheat,1,1,0.14569181880198298
1908,i,regress,1,1,0.14569181880198298
1909,he,launch,1,1,0.14569181880198298
1910,he,leap,1,1,0.14569181880198298
1911,i,reference,1,1,0.14569181880198298
1912,i,refer,1,1,0.14569181880198298
1913,i,rediscover,1,1,0.14569181880198298
1914,i,redesign,1,1,0.14569181880198298
1915,i,recruit,1,1,0.14569181880198298
1916,i,recreate,1,1,0.14569181880198298
1917,he,knock,1,1,0.14569181880198298
1918,i,render,2,1,0.29138363760396596
1919,i,restart,1,1,0.14569181880198298
1920,i,reopen,1,1,0.14569181880198298
1921,i,respond,1,1,0.14569181880198298
1922,i,respect,1,1,0.14569181880198298
1923,he,insert,1,1,0.14569181880198298
1924,he,inspire,1,1,0.14569181880198298
1925,i,rescale,1,1,0.14569181880198298
1926,he,instal,1,1,0.14569181880198298
1927,i,repurposed,1,1,0.14569181880198298
1928,i,reproduce,1,1,0.14569181880198298
1929,he,interpret,1,1,0.14569181880198298
1930,he,interview,1,1,0.14569181880198298
1931,i,reply,1,1,0.14569181880198298
1932,i,replay,1,1,0.14569181880198298
1933,i,replace,1,1,0.14569181880198298
1934,he,issue,2,1,0.29138363760396596
1935,i,repay,1,1,0.14569181880198298
1936,he,plan,1,1,0.14569181880198298
1937,he,plant,1,1,0.14569181880198298
1938,i,harass,1,1,0.14569181880198298
1939,he,resume,1,1,0.14569181880198298
1940,i,jack,1,1,0.14569181880198298
1941,i,itunes,1,1,0.14569181880198298
1942,i,investigate,1,1,0.14569181880198298
1943,i,invest,2,1,0.29138363760396596
1944,he,restart,1,1,0.14569181880198298
1945,he,restore,1,1,0.14569181880198298
1946,i,intrigue,1,1,0.14569181880198298
1947,i,interrupt,1,1,0.14569181880198298
1948,i,lecture,1,1,0.14569181880198298
1949,he,retake,1,1,0.14569181880198298
1950,i,integrate,1,1,0.14569181880198298
1951,i,instill,1,1,0.14569181880198298
1952,i,insert,1,1,0.14569181880198298
1953,i,input,1,1,0.14569181880198298
1954,i,inoculate,1,1,0.14569181880198298
1955,i,inject,1,1,0.14569181880198298
1956,i,jacques,1,1,0.14569181880198298
1957,he,rescue,1,1,0.14569181880198298
1958,i,joke,1,1,0.14569181880198298
1959,i,juggle,1,1,0.14569181880198298
1960,he,remove,2,1,0.29138363760396596
1961,he,rent,1,1,0.14569181880198298
1962,he,repaint,1,1,0.14569181880198298
1963,he,repair,1,1,0.14569181880198298
1964,i,labor,1,1,0.14569181880198298
1965,i,label,1,1,0.14569181880198298
1966,i,kvelling,1,1,0.14569181880198298
1967,he,reply,1,1,0.14569181880198298
1968,i,knit,1,1,0.14569181880198298
1969,i,knight,1,1,0.14569181880198298
1970,i,kiss,1,1,0.14569181880198298
1971,he,report,2,1,0.29138363760396596
1972,i,kid,1,1,0.14569181880198298
1973,i,kickstart,1,1,0.14569181880198298
1974,he,reprogramming,1,1,0.14569181880198298
1975,i,inherit,1,1,0.14569181880198298
1976,i,inform,1,1,0.14569181880198298
1977,he,rework,1,1,0.14569181880198298
1978,i,holler,1,1,0.14569181880198298
1979,i,hitch,1,1,0.14569181880198298
1980,he,scratch,1,1,0.14569181880198298
1981,he,scribble,1,1,0.14569181880198298
1982,i,hint,1,1,0.14569181880198298
1983,i,hike,1,1,0.14569181880198298
1984,he,scrub,1,1,0.14569181880198298
1985,he,seal,1,1,0.14569181880198298
1986,i,hem,1,1,0.14569181880198298
1987,he,seek,1,1,0.14569181880198298
1988,i,heart,1,1,0.14569181880198298
1989,he,shame,1,1,0.14569181880198298
1990,he,shape,1,1,0.14569181880198298
1991,he,shift,1,1,0.14569181880198298
1992,he,shove,1,1,0.14569181880198298
1993,i,hassle,1,1,0.14569181880198298
1994,he,scold,1,1,0.14569181880198298
1995,he,salivate,1,1,0.14569181880198298
1996,he,ring,1,1,0.14569181880198298
1997,i,hoover,1,1,0.14569181880198298
1998,he,risk,1,1,0.14569181880198298
1999,i,impersonate,1,1,0.14569181880198298
2000,i,impart,1,1,0.14569181880198298
2001,i,imitate,1,1,0.14569181880198298
2002,he,rob,1,1,0.14569181880198298
2003,he,rope,1,1,0.14569181880198298
2004,he,rotate,1,1,0.14569181880198298
2005,i,hypnotize,1,1,0.14569181880198298
2006,i,humble,1,1,0.14569181880198298
2007,i,hug,1,1,0.14569181880198298
2008,i,hound,1,1,0.14569181880198298
2009,i,host,1,1,0.14569181880198298
2010,i,hose,1,1,0.14569181880198298
2011,he,ruin,1,1,0.14569181880198298
2012,he,sacrifice,1,1,0.14569181880198298
2013,i,leaf,1,1,0.14569181880198298
2014,i,lessen,1,1,0.14569181880198298
2015,i,pace,1,1,0.14569181880198298
2016,he,prevent,1,1,0.14569181880198298
2017,i,oblige,1,1,0.14569181880198298
2018,i,number,1,1,0.14569181880198298
2019,he,predict,1,1,0.14569181880198298
2020,i,nominate,1,1,0.14569181880198298
2021,he,press,1,1,0.14569181880198298
2022,i,narrow,1,1,0.14569181880198298
2023,he,pretend,1,1,0.14569181880198298
2024,he,proceed,2,1,0.29138363760396596
2025,i,liberate,1,1,0.14569181880198298
2026,i,mow,1,1,0.14569181880198298
2027,he,produce,1,1,0.14569181880198298
2028,i,mourn,2,1,0.29138363760396596
2029,i,morph,1,1,0.14569181880198298
2030,i,model,1,1,0.14569181880198298
2031,i,mock,1,1,0.14569181880198298
2032,he,project,1,1,0.14569181880198298
2033,he,pray,1,1,0.14569181880198298
2034,i,obtain,1,1,0.14569181880198298
2035,he,practice,3,1,0.4370754564059489
