subject,verb,0
women,put,1
women,protest,1
women,move,1
woman,try,1
woman,start,1
woman,stand,1
wife,raise,1
wife,give,1
wife,do,1
whoever,make,1
whoever,happen,1
who,witness,1
who,wish,1
who,welcome,1
who,walk,1
who,violate,1
who,trust,1
who,touch,1
who,terrorize,1
who,teach,1
who,tackle,1
who,sweep,1
who,study,1
who,struggle,1
who,stop,1
who,squeeze,1
who,socialize,1
who,showcases,1
wife,leave,1
wife,take,1
woman,share,1
win,do,1
woman,refuse,1
woman,learn,1
woman,kill,1
woman,give,1
woman,experience,1
woman,consider,1
woman,con,1
woman,change,1
woman,bring,1
woman,articulate,1
woman,'s,1
witches,cast,1
wish,reflect,1
wish,include,1
wish,have,1
wisdom,have,1
wine,need,1
wind,hold,1
wind,come,1
win,propel,1
win,have,1
work,count,1
work,finish,1
you,count,1
you,attract,1
you,blow,1
you,binge,1
you,bet,1
you,bend,1
you,behold,1
you,behave,1
you,become,1
you,beat,1
you,bake,1
you,avoid,1
you,attain,1
work,follow,1
you,attach,1
you,assert,1
you,appreciate,1
you,analyze,1
you,alter,1
you,agree,1
you,aggrandize,1
you,adopt,1
you,address,1
you,accumulate,1
you,bomb,1
you,borrow,1
you,break,1
you,brush,1
you,cook,1
you,continue,1
you,contemplate,1
you,constrain,1
you,concentrate,1
you,compromise,1
you,compress,1
you,comprehend,1
you,complete,1
you,commit,1
you,comment,1
you,combine,1
you,clutch,1
you,clap,1
you,circumvent,1
you,chum,1
you,check,1
you,chase,1
you,certify,1
you,cause,1
you,cast,1
you,accomplish,1
you,access,1
you,abuse,1
world,see,1
world,go,1
world,dominate,1
world,confer,1
world,change,1
world,achieve,1
workers,work,1
workers,traffic,1
workers,switch,1
workers,stop,1
workers,leave,1
workers,earn,1
workers,come,1
worker,ask,1
work,study,1
work,seem,1
work,propel,1
work,mean,1
work,make,1
work,involve,1
work,impact,1
work,have,1
world,pollute,1
world,treat,1
yorkers,crave,1
world,turn,1
york,project,1
york,place,1
york,drop,1
ying,solve,1
years,show,1
years,have,1
yard,go,1
yamaha,do,1
y',want,1
y',see,1
y',need,1
writing,bring,1
writes,represent,1
writers,pitch,1
writers,come,1
writer,write,1
writer,mean,1
wright,power,1
wozniak,invent,1
worms,have,1
world,understand,1
we,grind,1
we,govern,1
that,worry,1
they,ship,1
they,soil,1
they,smuggle,1
they,smoke,1
they,smile,1
they,smash,1
they,slip,1
they,sink,1
they,sign,1
they,sift,1
they,shoot,1
they,shake,1
they,reradiating,1
they,sew,1
they,serve,1
they,seize,1
they,scare,1
they,scan,1
they,sanitize,1
they,rub,1
they,roar,1
they,rise,1
they,ride,1
they,sort,1
they,sound,1
they,span,1
they,speed,1
they,texting,1
they,target,1
they,talk,1
they,synchronize,1
they,swim,1
they,suspend,1
they,surround,1
they,suppress,1
they,support,1
they,stumble,1
they,struggle,1
program,go,1
they,stress,1
they,streamline,1
they,straighten,1
they,stir,1
they,sting,1
they,steal,1
they,squeeze,1
they,spot,1
they,spit,1
they,resist,1
they,represent,1
we,glue,1
they,pack,1
they,poke,1
they,poison,1
they,point,1
they,plumb,1
they,place,1
they,pile,1
they,perform,1
they,pat,1
they,paralyze,1
they,paint,1
they,oxidize,1
they,report,1
they,own,1
they,overload,1
they,operate,1
they,oftentimes,1
they,oblige,1
they,object,1
they,obey,1
they,nudge,1
they,nourish,1
they,notify,1
they,pollute,1
they,port,1
they,portray,1
they,pound,1
they,replace,1
they,repeat,1
they,reinvent,1
they,reinterpret,1
they,regurgitate,1
they,regret,1
they,regard,1
they,recruit,1
they,rebuild,1
they,realize,1
they,rap,1
they,range,1
they,purchase,1
they,pull,1
they,promise,1
they,project,1
they,program,1
they,pretend,1
they,prefer,1
they,practice,1
they,pour,1
they,thank,1
they,threaten,1
they,throw,1
this,distress,1
this,improve,1
this,implement,1
this,hear,1
this,grab,1
this,forget,1
this,follow,1
this,film,1
this,exempt,1
this,enable,1
this,drive,1
this,degrade,1
they,tie,1
this,define,1
this,create,1
this,construct,1
this,consist,1
this,come,1
this,cause,1
this,capture,1
this,call,1
this,burn,1
this,buffer,1
this,induce,1
this,intensify,1
this,jellyfish,1
this,kill,1
this,suggest,1
this,strike,1
this,stop,1
this,sound,1
this,ring,1
this,restrict,1
this,require,1
this,represent,1
this,remind,1
this,reflect,1
this,raise,1
this,prove,1
this,pose,1
this,play,1
this,operate,1
this,offline,1
this,need,1
this,matter,1
this,let,1
this,lend,1
this,learn,1
this,approve,1
this,answer,1
this,allow,1
thing,grab,1
thing,do,1
thing,begin,1
they,yield,1
they,yell,1
they,wobble,1
they,wipe,1
they,wiggle,1
they,whack,1
they,welcome,1
they,wear,1
they,warn,1
they,wait,1
they,visit,1
they,violate,1
they,view,1
they,uphold,1
they,uncover,1
they,trap,1
they,transfer,1
they,track,1
they,tolerate,1
thing,forget,1
thing,hear,1
this,achieve,1
thing,make,1
this,'s,1
thirds,have,1
third,fail,1
thinking,give,1
thinkers,do,1
things,want,1
things,suggest,1
things,set,1
things,resonate,1
things,mean,1
things,get,1
things,do,1
things,come,1
things,combine,1
things,change,1
things,bribe,1
things,begin,1
things,become,1
things,'s,1
thing,wretched,1
thing,teach,1
they,negotiate,1
they,name,1
they,mount,1
they,become,1
they,chelate,1
they,bury,1
they,browse,1
they,breathe,1
they,bomb,1
they,boil,1
they,bloom,1
they,blame,1
they,bind,1
they,bet,1
they,batter,1
they,deflate,1
they,babysit,1
they,automate,1
they,attribute,1
they,attract,1
they,attempt,1
they,assume,1
they,assault,1
they,approach,1
they,answer,1
they,announce,1
they,churn,1
they,clean,1
they,clone,1
they,codify,1
they,decrease,1
they,dare,1
they,dance,1
they,curve,1
they,curse,1
they,crank,1
they,convince,1
they,contain,1
they,construct,1
they,consider,1
they,connect,1
they,confront,1
they,conduct,1
they,compound,1
they,compose,1
they,complain,1
they,compile,1
they,compel,1
they,communicate,1
they,commit,1
they,cofounded,1
they,alert,1
they,agree,1
they,administer,1
them,shape,1
them,reduce,1
them,put,1
them,play,1
them,pick,1
them,overcome,1
them,live,1
them,leverage,1
them,learn,1
them,kill,1
them,isolate,1
them,flip,1
them,express,1
them,diagnose,1
them,determine,1
them,destroy,1
them,call,1
theater,unite,1
theater,open,1
theater,improve,1
theater,awaken,1
thatcher,do,1
them,reproduce,1
them,stop,1
they,adjust,1
them,understand,1
they,add,1
they,adapt,1
they,acquire,1
they,acknowledge,1
they,achieve,1
they,accomplish,1
they,accept,1
these,suppose,1
these,represent,1
these,mean,1
these,hop,1
these,evolve,1
these,be,1
there,change,1
therapeutics,help,1
themselves,encounter,1
themselves,do,1
themselves,ask,1
themes,keep,1
them,wear,1
them,use,1
they,defer,1
they,demonstrate,1
they,monitor,1
they,illuminate,1
they,intend,1
they,instal,1
they,ingest,1
they,inform,1
they,inflate,1
they,incur,1
they,increase,1
they,incested,1
they,improve,1
they,implode,1
they,identify,1
they,devastate,1
they,husk,1
they,hunt,1
they,hop,1
they,hide,1
they,helicopter,1
they,hat,1
they,harvest,1
they,halt,1
they,hack,1
they,habituate,1
they,interact,1
they,intercept,1
they,interpret,1
they,introduce,1
they,molt,1
they,model,1
they,mix,1
they,miss,1
they,mine,1
they,mate,1
they,match,1
they,marry,1
they,market,1
they,manufacture,1
they,lower,1
they,lock,1
they,locate,1
they,line,1
they,lie,1
they,liberate,1
they,launch,1
they,judge,1
they,jam,1
they,invest,1
they,invent,1
they,grieve,1
they,greet,1
they,grab,1
they,engineer,1
they,empower,1
they,emit,1
they,emerge,1
they,embrace,1
they,eliminate,1
they,educate,1
they,duplicate,1
they,dry,1
they,document,1
they,divide,1
they,distribute,1
they,distract,1
they,distort,1
they,disassemble,1
they,direct,1
they,dilute,1
they,digest,1
they,dig,1
they,die,1
they,dictate,1
they,devote,1
they,encircle,1
they,enhance,1
they,generate,1
they,enter,1
they,gather,1
they,frustrate,1
they,foster,1
they,formalize,1
they,forget,1
they,forge,1
they,forage,1
they,fondle,1
they,follow,1
they,fold,1
they,flash,1
they,flag,1
they,film,1
they,fertilize,1
they,fell,1
they,feature,1
they,fear,1
they,exude,1
they,expose,1
they,evolve,1
they,estimate,1
this,sum,1
this,surprise,1
this,tackle,1
we,advertise,1
we,attempt,1
we,astonish,1
we,assume,1
we,assess,1
we,arrive,1
we,arrange,1
we,argue,1
we,alter,1
we,aim,1
we,age,1
we,address,1
we,charge,1
we,acknowledge,1
we,access,1
we,abuse,1
we,abolish,1
ways,turn,1
way,influence,1
way,go,1
waves,tear,1
wave,start,1
wave,rise,1
we,attract,1
we,audit,1
we,average,1
we,avert,1
we,center,1
we,cast,1
we,carve,1
we,care,1
we,calibrate,1
we,bypass,1
we,burn,1
we,bump,1
we,buckle,1
we,bother,1
we,borrow,1
we,bomb,1
we,bolster,1
we,boast,1
we,blogging,1
we,blame,1
we,biodegrade,1
we,betray,1
we,behave,1
we,beetroots,1
we,ban,1
watson,find,1
water,turn,1
water,take,1
voices,warn,1
voices,represent,1
voices,give,1
voices,destine,1
voices,appear,1
voices,accompany,1
voice,shout,1
voice,seem,1
voice,relate,1
voice,layer,1
voice,ask,1
vistas,resemble,1
vision,begin,1
virus,wipe,1
virus,mutate,1
virus,infect,1
virus,find,1
virus,cease,1
virus,awake,1
virus,attenuate,1
virginia,give,1
virgin,cure,1
voices,take,1
volunteer,write,1
water,reach,1
voters,pass,1
water,poison,1
water,go,1
water,drive,1
water,cut,1
watchers,join,1
wasteland,lie,1
waste,design,1
wars,come,1
warming,have,1
war,erode,1
war,dismantle,1
wanting,get,1
walls,need,1
walls,keep,1
wall,get,1
walking,transform,1
waits,immobilize,1
waitress,call,1
waitress,ask,1
wages,sing,1
vulnerability,go,1
we,challenge,1
we,chart,1
violence,tear,1
we,empty,1
we,envisage,1
we,entitle,1
we,ensure,1
we,enrich,1
we,enlist,1
we,enhance,1
we,engulf,1
we,engage,1
we,encounter,1
we,enact,1
we,emit,1
we,chase,1
we,embrace,1
we,email,1
we,eliminate,1
we,elect,1
we,eking,1
we,dump,1
we,drink,1
we,draft,1
we,download,1
we,dive,1
we,eradicate,1
we,eschew,1
we,evaluate,1
we,evict,1
we,gaze,1
we,gauge,1
we,garner,1
we,fuck,1
we,forgo,1
we,forgive,1
we,forage,1
we,focus,1
we,flit,1
we,finalize,1
we,feature,1
we,fast,1
we,farm,1
we,fall,1
we,express,1
we,expose,1
we,export,1
we,exploit,1
we,experiment,1
we,exhaust,1
we,excrete,1
we,displace,1
we,dispatch,1
we,dismantle,1
we,cover,1
we,convince,1
we,control,1
we,contribute,1
we,contaminate,1
we,construct,1
we,consolidate,1
we,conquer,1
we,confront,1
we,conflate,1
we,confirm,1
we,conduct,1
we,condition,1
we,concentrate,1
we,compete,1
we,compel,1
we,colonize,1
we,code,1
we,clog,1
we,click,1
we,clean,1
we,check,1
we,count,1
we,crawl,1
we,disguise,1
we,cruise,1
we,disempowering,1
we,dine,1
we,die,1
we,devise,1
we,dethrone,1
we,detect,1
we,desire,1
we,designate,1
we,depend,1
we,demonstrate,1
we,demolish,1
we,demand,1
we,defy,1
we,defeat,1
we,deduce,1
we,decrease,1
we,decode,1
we,deal,1
we,dare,1
we,cultivate,1
we,crush,1
violins,sound,1
vince,have,1
this,tip,1
tori,start,1
trafficking,deny,1
traffickers,force,1
traffickers,find,1
traffic,use,1
tradition,require,1
tradition,come,1
toutatis,travel,1
toutatis,go,1
toughness,attract,1
totality,involve,1
tori,share,1
twentysomethings,hear,1
tori,set,1
tori,rescue,1
tori,rebuild,1
tori,make,1
tools,have,1
tools,go,1
tools,demonstrate,1
tool,send,1
tool,prove,1
tons,produce,1
trafficking,happen,1
train,stop,1
train,take,1
trait,have,1
twentysomethings,come,1
twain,mean,1
turtles,enjoy,1
tunnels,bring,1
tumors,require,1
tumors,have,1
tumor,see,1
tumor,recruit,1
tumor,put,1
tumor,express,1
tubman,make,1
tsunami,sirens,1
truth,improve,1
truth,ignore,1
truss,have,1
trouble,grow,1
trials,revolutionize,1
trephination,cut,1
trees,create,1
tree,grow,1
travelers,view,1
toilet,vote,1
toilet,reduce,1
toilet,put,1
threads,go,1
thousands,start,1
thousands,live,1
thousands,leave,1
thousands,add,1
thoughts,have,1
thoughts,'s,1
those,wait,1
those,understand,1
those,show,1
those,require,1
those,produce,1
those,need,1
those,miss,1
those,keep,1
those,hold,1
those,find,1
those,face,1
those,experience,1
this,use,1
this,trouble,1
this,translate,1
threads,form,1
threads,produce,1
together,create,1
three,aisles,1
together,build,1
toddler,hold,1
toddler,ask,1
today,go,1
tmm,sprain,1
titles,show,1
titan,play,1
tissue,starve,1
tissue,get,1
tis,love,1
timesselect,ask,1
times,reject,1
time,reach,1
time,involve,1
tim,use,1
tim,hold,1
tillman,give,1
tiburon,use,1
tibor,start,1
throat,use,1
three,have,1
twentysomethings,do,1
twentysomethings,say,1
village,save,1
us,scream,1
us,wield,1
us,want,1
us,visualize,1
us,turn,1
us,treat,1
us,treasure,1
us,test,1
us,tell,1
us,target,1
us,study,1
us,remember,1
twentysomethings,think,1
us,put,1
us,produce,1
us,present,1
us,pass,1
us,lose,1
us,label,1
us,know,1
us,jump,1
us,identify,1
us,hit,1
use,enhance,1
use,reach,1
use,support,1
use,take,1
village,give,1
video,inspire,1
video,have,1
victim,do,1
veteran,have,1
vessels,constrict,1
venus,eat,1
venter,tell,1
vendor,say,1
velázquez,put,1
values,change,1
value,come,1
valley,evolve,1
vaccines,need,1
vaccine,protect,1
vaccine,offer,1
uvc,occlude,1
uvb,turn,1
uva,have,1
user,have,1
used,determine,1
us,form,1
us,follow,1
us,flow,1
universe,have,1
universe,choose,1
units,build,1
unit,have,1
unit,explain,1
undergraduate,do,1
uncovering,commission,1
uncovering,become,1
uncle,buy,1
unaids,tell,1
un,say,1
ucla,do,1
u.s,favor,1
tyler,webcammed,1
tyler,jump,1
two,show,1
two,happen,1
two,get,1
two,end,1
two,chair,1
two,be,1
twins,get,1
universe,grind,1
universe,share,1
us,figure,1
university,complete,1
us,escape,1
us,embrace,1
us,drop,1
us,discover,1
us,deliver,1
us,come,1
us,click,1
us,clean,1
us,chew,1
us,build,1
us,bridge,1
us,avoid,1
us,amplify,1
us,adore,1
us,achieve,1
urbanization,propel,1
upwake,tell,1
upwake,last,1
up,begin,1
university,publish,1
university,found,1
program,involve,1
overflow,crash,1
program,detect,1
expeditions,fail,1
exhibition,use,1
exhibition,mean,1
exhibition,include,1
exercise,turn,1
exercise,show,1
executive,walk,1
executive,invite,1
excitement,carry,1
excavation,begin,1
examples,involve,1
example,have,1
evolution,turn,1
evolution,help,1
everything,suppose,1
everything,seem,1
everything,satisfy,1
everything,resolve,1
everything,light,1
everything,go,1
everything,do,1
everything,discover,1
everything,bring,1
everything,align,1
everything,affect,1
everyone,write,1
everyone,try,1
everyone,take,1
expansion,take,1
experience,help,1
everyone,start,1
experience,prepare,1
facebook,have,1
eyes,refuse,1
eyes,go,1
extroverts,use,1
extroverts,crave,1
extremophiles,tell,1
exterior,slip,1
expression,cross,1
express,teach,1
exposure,increase,1
exports,mean,1
exports,go,1
explosion,form,1
explorers,slaughter,1
exploration,work,1
experts,solve,1
experts,coin,1
expertise,have,1
expert,dethrone,1
experiments,run,1
experiment,nail,1
experiment,hatch,1
experiment,go,1
experiences,shape,1
experiences,play,1
experiences,change,1
experiences,bridge,1
everyone,suppose,1
everyone,shout,1
entrepreneur,say,1
everybody,enjoy,1
everybody,do,1
events,carry,1
events,begin,1
evangelicals,join,1
etruscans,share,1
ethologists,know,1
esteem,take,1
establishment,have,1
essence,go,1
escapism,give,1
erikson,try,1
erectus,leave,1
era,arrive,1
equality,vote,1
equality,pass,1
episode,make,1
episode,have,1
epiphytes,pay,1
epiphytes,dominate,1
environments,prepare,1
environments,help,1
environments,go,1
environment,bring,1
environment,believe,1
entry,have,1
entrepreneurs,start,1
entrepreneurs,scale,1
everybody,eat,1
everybody,felt,1
everyone,see,1
everybody,gaze,1
everyone,say,1
everyone,read,1
everyone,own,1
everyone,live,1
everyone,line,1
everyone,hat,1
everyone,go,1
everyone,get,1
everyone,fortune,1
everyone,deserve,1
everyone,communicate,1
everyone,buy,1
everyone,break,1
everyone,afford,1
everybody,underestimate,1
everybody,turn,1
everybody,take,1
everybody,suggest,1
everybody,start,1
everybody,spend,1
everybody,share,1
everybody,say,1
everybody,read,1
everybody,paint,1
everybody,like,1
everybody,go,1
everybody,get,1
facebook,mine,1
facilities,compete,1
fact,seem,1
fire,go,1
fire,break,1
fins,have,1
findings,pour,1
film,take,1
film,speak,1
film,have,1
film,do,1
film,change,1
field,do,1
fiddlers,congregate,1
fibers,have,1
fiber,stretch,1
fiber,extend,1
few,take,1
few,spend,1
few,meet,1
few,make,1
few,exert,1
feminists,want,1
feminists,need,1
feminists,hat,1
females,use,1
females,turn,1
females,keep,1
females,have,1
females,figure,1
females,develop,1
fire,fill,1
fire,melt,1
factor,get,1
fireflies,conjure,1
folks,believe,1
folks,ask,1
fly,want,1
flutter,take,1
fluids,fracture,1
flu,give,1
flooding,expect,1
flight,last,1
flight,cover,1
flexibility,make,1
flexibility,go,1
flaw,drive,1
fishes,appear,1
fishermen,use,1
fishermen,say,1
fishermen,bundle,1
fish,use,1
fish,produce,1
fish,die,1
fish,come,1
fischeri,have,1
fischeri,do,1
first,trigger,1
fireflies,reinvent,1
fireflies,need,1
fireflies,make,1
fireflies,evolve,1
females,become,1
female,use,1
female,see,1
female,say,1
fan,upload,1
fan,saw,1
fan,record,1
famine,hit,1
family,understand,1
family,throw,1
family,take,1
family,survive,1
family,speak,1
family,sell,1
family,open,1
family,give,1
family,escape,1
family,come,1
families,sort,1
families,prosper,1
families,have,1
families,forum,1
families,choose,1
families,afford,1
failure,catapult,1
faculty,transform,1
faculty,roll,1
faculty,get,1
factory,take,1
factory,invite,1
factory,buy,1
fans,back,1
fans,turn,1
fantasies,cost,1
father,teach,1
female,lay,1
female,launch,1
female,have,1
female,carry,1
fellows,write,1
fellow,notice,1
feeling,piss,1
feeds,correct,1
fear,constrain,1
favorite,do,1
fathers,sell,1
father,tell,1
father,take,1
farmers,afford,1
father,read,1
father,rap,1
father,put,1
father,play,1
father,build,1
fate,have,1
farming,do,1
farmers,work,1
farmers,want,1
farmers,plant,1
farmers,grow,1
farmers,do,1
entrepreneurs,live,1
enthusiasm,happen,1
day,go,1
diseases,like,1
discrimination,affect,1
discovery,inspire,1
discovery,have,1
discovery,eradicate,1
discovery,change,1
disconnect,symbolize,1
dips,have,1
dioxide,drive,1
dioxide,do,1
diet,help,1
did,put,1
dictionary,go,1
dictionaries,use,1
dictionaries,replicate,1
diarrhea,kill,1
dialogue,happen,1
diagnosis,torment,1
diagnosis,come,1
device,go,1
device,expand,1
device,contribute,1
development,save,1
development,prohibit,1
development,produce,1
development,parallel,1
development,make,1
development,go,1
disease,drop,1
disinvestment,set,1
developer,see,1
dispersal,have,1
doing,build,1
doh,conduct,1
dog,have,1
doer,do,1
dodgers,win,1
dodgers,abandon,1
documents,access,1
document,give,1
doctrines,mean,1
doctors,tell,1
doctors,rescue,1
doctors,have,1
doctors,give,1
doctors,diagnose,1
doctors,ask,1
doctor,implant,1
divorce,carry,1
diversity,mean,1
diversity,encode,1
diver,wear,1
diver,lose,1
diver,hear,1
diver,go,1
diver,give,1
diver,activate,1
distributor,figure,1
dissemination,go,1
developers,build,1
developer,do,1
enterprise,have,1
department,decline,1
dennett,put,1
democrats,do,1
democracies,lecture,1
democracies,band,1
dementia,eat,1
demand,look,1
demand,go,1
degradation,beget,1
definition,keep,1
deficiency,creep,1
deficiency,cause,1
decisions,make,1
decisions,end,1
decisions,create,1
decision,cause,1
decay,get,1
dean,ask,1
deals,deprive,1
days,seem,1
days,continue,1
day,use,1
day,seem,1
day,reach,1
day,print,1
day,join,1
day,invite,1
day,interweave,1
dentist,clean,1
depletion,concern,1
detroiters,intend,1
depth,reflect,1
detroiters,have,1
detroiters,change,1
detroit,have,1
detection,tell,1
details,make,1
details,give,1
destruction,endanger,1
destitute,have,1
destination,have,1
desks,harbor,1
desires,express,1
designs,reach,1
designers,want,1
designers,unite,1
designers,risk,1
designers,need,1
designers,enable,1
designers,do,1
designers,cluster,1
designers,ask,1
designer,tell,1
designer,say,1
design,use,1
design,take,1
design,provide,1
design,look,1
derivative,inhibit,1
doing,call,1
doing,control,1
doing,destroy,1
element,make,1
electrolux,go,1
eleanor,have,1
elders,fare,1
einstein,realize,1
einstein,predict,1
einstein,need,1
einstein,hop,1
egyptologists,know,1
ego,suppose,1
ego,catch,1
eggs,turn,1
effort,take,1
effort,suffer,1
effort,jump,1
effects,add,1
effect,work,1
effect,outweigh,1
educators,learn,1
education,exist,1
education,disappear,1
editors,have,1
editors,call,1
editor,sell,1
editor,save,1
editor,determine,1
edit,change,1
ecosystems,do,1
electrons,make,1
eliot,call,1
doing,produce,1
elissa,ask,1
enough,clear,1
engines,get,1
engines,find,1
engineers,refuse,1
engineers,instal,1
engineers,defy,1
engineers,consider,1
engineers,build,1
enforcement,suppose,1
energy,start,1
energy,put,1
energy,cook,1
encounter,provoke,1
employers,have,1
employee,go,1
emphasis,provide,1
empathy,make,1
emma,pick,1
emma,come,1
emma,believe,1
emissions,suffer,1
emerson,call,1
emergency,force,1
emeka,tell,1
emeka,start,1
emeka,do,1
embassy,hit,1
economy,replace,1
earth,try,1
earth,go,1
each,record,1
drake,discover,1
drake,conduct,1
draglines,surpass,1
draggers,scrap,1
dough,want,1
dough,have,1
dots,convey,1
dot,represent,1
door,stay,1
doodling,have,1
donne,write,1
donna,want,1
done,create,1
dolphins,tickle,1
dolphins,start,1
dolphins,solicit,1
dolphins,make,1
dolphins,learn,1
dolphins,have,1
dolphins,go,1
dolphins,exchange,1
dolphins,buzz,1
dolphins,activate,1
dolphin,hear,1
dollars,invest,1
dollar,represent,1
dolby,welcome,1
drake,make,1
drawers,design,1
drawings,get,1
dust,fly,1
each,predict,1
each,pass,1
each,hold,1
each,have,1
each,go,1
each,give,1
each,fly,1
each,do,1
each,challenge,1
each,carry,1
dylan,have,1
dweller,do,1
drugs,help,1
dream,burn,1
dropouts,escape,1
drones,have,1
drones,fly,1
drives,kill,1
drive,spread,1
drive,promote,1
drive,paste,1
drive,guarantee,1
drive,evolve,1
drive,deign,1
dream,do,1
dream,create,1
folks,develop,1
folks,have,1
folks,know,1
he,fall,1
he,face,1
he,express,1
he,experience,1
he,exhibit,1
he,espouse,1
he,eschew,1
he,entertain,1
he,engineer,1
he,encase,1
he,elect,1
he,drop,1
he,drive,1
he,dream,1
he,draw,1
he,download,1
he,dislike,1
he,discover,1
he,die,1
he,devise,1
he,design,1
he,describe,1
he,deny,1
he,deliver,1
he,dedicate,1
he,cut,1
he,contaminate,1
he,connect,1
he,fail,1
he,feel,1
he,compare,1
he,fill,1
he,own,1
he,orphan,1
he,open,1
he,notice,1
he,murder,1
he,multiple,1
he,mock,1
he,meet,1
he,mean,1
he,marry,1
he,manage,1
he,lose,1
he,long,1
he,laugh,1
he,label,1
he,kick,1
he,insert,1
he,inherit,1
he,include,1
he,imagine,1
he,help,1
he,hear,1
he,haunt,1
he,handcuff,1
he,govern,1
he,found,1
he,fly,1
he,conduct,1
he,chronicle,1
folks,need,1
hands,make,1
handful,use,1
hand,go,1
hand,contaminate,1
hamas,run,1
hall,need,1
half,go,1
half,get,1
half,do,1
hair,use,1
hackers,resist,1
hackers,represent,1
hackers,feel,1
h,tell,1
gweon,see,1
guzheng,have,1
guys,work,1
guys,take,1
guys,stir,1
guys,say,1
guys,rent,1
guys,open,1
guys,like,1
guys,know,1
guys,hear,1
guys,film,1
guys,do,1
guys,confine,1
handling,impact,1
hands,pick,1
he,check,1
happening,have,1
he,chase,1
he,challenge,1
he,catch,1
he,burn,1
he,breed,1
he,breathe,1
he,break,1
he,become,1
he,beat,1
he,attempt,1
he,attach,1
he,assume,1
he,appreciate,1
he,apply,1
he,appear,1
he,afford,1
he,adopt,1
he,acknowledge,1
he,accompany,1
he,abuse,1
hawn,thank,1
hawaiian,decide,1
hatred,end,1
harper,tell,1
harley,do,1
harder,go,1
happiness,have,1
he,paint,1
he,paralyze,1
he,pat,1
her,say,1
her,get,1
her,beat,1
hemisphere,experience,1
hemisphere,design,1
helmet,combine,1
helicopter,reach,1
heaven,forbid,1
heather,tell,1
heather,realize,1
heather,play,1
heart,rise,1
heart,have,1
heart,grow,1
heart,go,1
heart,get,1
heart,exhaust,1
heaney,put,1
health,mean,1
health,change,1
health,bridge,1
head,tell,1
head,squeeze,1
head,hit,1
he,yell,1
he,wish,1
he,wire,1
he,wipe,1
her,introduce,1
her,sell,1
he,photograph,1
her,slap,1
hobby,provide,1
history,trip,1
history,provide,1
hirshhorn,open,1
hirshhorn,have,1
hip,hurt,1
himself,study,1
him,write,1
him,translate,1
him,transcend,1
him,say,1
him,press,1
him,make,1
him,educate,1
him,do,1
him,call,1
hillary,support,1
hill,need,1
hiccuppers,try,1
hezbollah,set,1
hezbollah,offer,1
hewerdine,thank,1
heroes,climb,1
herd,increase,1
herbie,say,1
her,walk,1
her,tell,1
he,wiggle,1
he,weave,1
he,walk,1
he,wake,1
he,send,1
he,sell,1
he,scratch,1
he,save,1
he,roll,1
he,risk,1
he,resume,1
he,resemble,1
he,require,1
he,repeat,1
he,repair,1
he,relieve,1
he,reject,1
he,redefine,1
he,rectify,1
he,record,1
he,recognize,1
he,receive,1
he,radicalize,1
he,push,1
he,provide,1
he,promise,1
he,post,1
he,position,1
he,point,1
he,plant,1
he,pigment,1
he,serve,1
he,shame,1
he,shift,1
he,surmise,1
he,unroll,1
he,understand,1
he,type,1
he,tug,1
he,treat,1
he,toss,1
he,topple,1
he,throw,1
he,thrill,1
he,tend,1
he,talk,1
he,survive,1
he,suppose,1
he,shut,1
he,suffer,1
he,stun,1
he,study,1
he,struggle,1
he,strip,1
he,strike,1
he,stack,1
he,spike,1
he,speed,1
he,sling,1
he,slash,1
he,sign,1
guys,chase,1
guys,build,1
guys,arrive,1
geniuses,hide,1
genitals,determine,1
genie,give,1
genetics,teach,1
genetics,say,1
genetics,play,1
genes,tip,1
genes,lead,1
generation,walk,1
generation,tackle,1
generation,fight,1
generation,discover,1
generation,develop,1
generation,betray,1
gene,have,1
gecko,support,1
gdp,make,1
gates,make,1
gates,get,1
gap,have,1
gandhi,describe,1
games,teach,1
games,reduce,1
gamers,spend,1
gamers,love,1
gamers,achieve,1
game,reveal,1
game,get,1
genius,decide,1
genova,write,1
girls,have,1
gentleman,mend,1
girls,expect,1
girls,do,1
girls,dance,1
girls,bring,1
girls,begin,1
girls,band,1
girls,approach,1
girl,want,1
girl,tell,1
girl,stop,1
girl,saw,1
girl,need,1
girl,help,1
girl,have,1
girl,happen,1
girl,come,1
giants,retreat,1
giants,protect,1
giant,run,1
giant,clam,1
gh,thank,1
germany,do,1
george,join,1
geologists,use,1
geologists,find,1
geographic,ask,1
gentlemen,meet,1
game,end,1
gallery,dare,1
galaxy,appear,1
gait,belie,1
friedman,support,1
friday,bring,1
freud,tell,1
freud,call,1
frenchman,take,1
frank,touch,1
frances,die,1
frame,represent,1
fragrance,come,1
fraction,inspire,1
foundations,pledge,1
foundation,take,1
foundation,reinvent,1
fortysomethings,look,1
fortunate,have,1
forms,produce,1
forms,capture,1
form,give,1
forest,go,1
forest,catch,1
forebears,do,1
foragers,find,1
foragers,decide,1
foodlab,provide,1
food,poison,1
folks,try,1
folks,think,1
friend,buy,1
friend,call,1
friend,do,1
friends,start,1
future,have,1
future,go,1
funding,decrease,1
functionality,define,1
fun,have,1
frogs,lay,1
froebel,champion,1
frittatas,consider,1
friendships,improve,1
friendships,create,1
friends,wish,1
friends,support,1
friends,read,1
friend,leave,1
friends,post,1
friends,have,1
friends,hate,1
friends,build,1
friends,ask,1
