subject,verb,0
they,misinterpret,1
they,misunderstand,1
they,misuse,1
they,mix,1
they,monitor,1
they,obtain,1
they,motivate,1
they,mount,1
they,mow,1
they,multiply,1
they,mush,1
they,mute,1
they,navigate,1
they,neglect,1
they,note,1
they,obliterate,1
they,observe,1
they,massage,1
they,march,1
they,manipulate,1
they,manifest,1
they,install,1
they,intercept,1
they,interest,1
they,internalize,1
they,interview,1
they,invert,1
they,issue,1
they,join,1
they,kick,1
they,label,1
they,last,1
they,lean,1
they,leapfrog,1
they,lease,1
they,lend,1
they,lick,1
they,lift,1
they,liken,1
they,line,1
they,listen,1
they,load,1
they,locomote,1
they,maintain,1
they,obsess,1
they,okay,1
they,defeat,1
they,proof,1
they,ponder,1
they,pose,1
they,postulate,1
they,pound,1
they,pour,1
they,praise,1
they,prepare,1
they,preserve,1
they,press,1
they,print,1
they,prioritize,1
they,propose,1
they,optimize,1
they,prosper,1
they,protest,1
they,puke,1
they,pump,1
they,punish,1
they,puzzle,1
they,quake,1
they,qualify,1
they,re,1
they,reboot,1
they,recapitulate,1
they,plug,1
they,plow,1
they,plan,1
they,place,1
they,orbit,1
they,order,1
they,outlaw,1
they,outlive,1
they,output,1
they,outsource,1
they,overcome,1
they,overload,1
they,owe,1
they,pan,1
they,panic,1
they,park,1
they,part,1
they,pat,1
they,patch,1
they,patent,1
they,perfect,1
they,permit,1
they,pet,1
they,ph.d.s,1
they,pin,1
they,pinpoint,1
they,pitch,1
they,inspect,1
they,insert,1
they,inject,1
they,engage,1
they,drink,1
they,eclipse,1
they,effect,1
they,elevate,1
they,embrace,1
they,emit,1
they,empathize,1
they,empower,1
they,encounter,1
they,encourage,1
they,endure,1
they,enhance,1
they,initiate,1
they,enlist,1
they,envision,1
they,etch,1
they,evacuate,1
they,exact,1
they,excavate,1
they,exchange,1
they,excuse,1
they,execute,1
they,exist,1
they,exit,1
they,download,1
they,double,1
they,domesticate,1
they,dog,1
they,defend,1
they,defer,1
they,deflect,1
they,degrade,1
they,delink,1
they,delude,1
they,demand,1
they,demonstrate,1
they,denature,1
they,deny,1
they,desire,1
they,destroy,1
they,detain,1
they,devise,1
they,devote,1
they,diminish,1
they,disappear,1
they,dismiss,1
they,dissipate,1
they,distinguish,1
they,distort,1
they,divine,1
they,document,1
they,exploit,1
they,expose,1
they,extend,1
they,guess,1
they,hallucinate,1
they,halve,1
they,handcuff,1
they,hang,1
they,harvest,1
they,hat,1
they,heat,1
they,honor,1
they,hoot,1
they,host,1
they,hug,1
they,humiliate,1
they,hurt,1
they,hybridize,1
they,impart,1
they,import,1
they,impose,1
they,imprison,1
they,incarnate,1
they,increase,1
they,indict,1
they,inhale,1
they,inhibit,1
they,gutted,1
they,guard,1
they,fade,1
they,grind,1
they,fake,1
they,fashion,1
they,favor,1
they,fear,1
they,feature,1
they,flame,1
they,flash,1
they,flip,1
they,fold,1
they,foment,1
they,forge,1
they,forgive,1
they,formulate,1
they,free,1
they,fulfil,1
they,funnel,1
they,fuse,1
they,game,1
they,gather,1
they,gobble,1
they,govern,1
they,grant,1
they,graze,1
that,witness,1
that,wipe,1
voodooists,like,1
that,compete,1
that,churn,1
that,circle,1
that,circulate,1
that,claim,1
that,clarify,1
that,clean,1
that,climb,1
that,clog,1
that,cofounded,1
that,commercialize,1
that,compel,1
that,compress,1
that,correspond,1
that,comprise,1
that,compute,1
that,conclude,1
that,condition,1
that,conduct,1
that,conflate,1
that,confuse,1
that,consider,1
that,consume,1
that,contact,1
that,contradict,1
that,choke,1
that,chew,1
that,cheat,1
that,catalyze,1
that,augment,1
that,avoid,1
that,awaken,1
that,beckon,1
that,befall,1
that,believe,1
that,bend,1
that,bequeath,1
that,betray,1
that,blame,1
that,bless,1
that,blur,1
that,bombard,1
that,boost,1
that,bootstrapped,1
that,bounce,1
that,breathe,1
that,broadcast,1
that,burn,1
that,capitalize,1
that,care,1
that,carve,1
that,catalog,1
that,cool,1
that,corrupt,1
that,assume,1
that,emphasize,1
that,doom,1
that,double,1
that,drain,1
that,drop,1
that,drown,1
that,dwarf,1
that,echo,1
that,eject,1
that,elevate,1
that,eliminate,1
that,embody,1
that,employ,1
that,counteract,1
that,emulate,1
that,encapsulate,1
that,enclose,1
that,endure,1
that,energize,1
that,engineer,1
that,enlarge,1
that,enrich,1
that,entertain,1
that,epitomize,1
that,equal,1
that,divide,1
that,disturb,1
that,disrupt,1
that,discourage,1
that,crack,1
that,criminalize,1
that,darken,1
that,daunt,1
that,debilitate,1
that,decide,1
that,decrease,1
that,dedicate,1
that,deem,1
that,defeat,1
that,defend,1
that,delay,1
that,demand,1
that,denature,1
that,depend,1
that,deprive,1
that,derive,1
that,descend,1
that,deserve,1
that,destine,1
that,differentiate,1
that,digest,1
that,dilute,1
that,astonish,1
that,assess,1
that,weld,1
temperature,go,1
telescope,convince,1
telescope,take,1
telescope,weave,1
telescopes,design,1
telescopes,observe,1
telescopes,survey,1
television,broadcast,1
television,increase,1
television,look,1
temperature,continue,1
temperature,cross,1
temperature,lower,1
terrestrials,occupy,1
temperature,reflect,1
temperature,start,1
temperatures,have,1
temperatures,reach,1
template,copy,1
tens,stop,1
tension,go,1
tension,take,1
tenths,have,1
tenths,stop,1
terawatts,hit,1
telecom,say,1
tehran,absorb,1
teens,take,1
teenagers,wear,1
technology,turbocharging,1
technology,work,1
ted,assist,1
ted,challenge,1
ted,continue,1
ted,do,1
ted,enter,1
ted,give,1
ted,have,1
ted,help,1
ted,lead,1
ted,offer,1
ted,phone,1
ted,send,1
ted,show,1
ted,write,1
teddy,bear,1
tedsters,do,1
tedsters,have,1
teenagers,communicate,1
teenagers,find,1
teenagers,have,1
teenagers,pay,1
terms,improve,1
terrorism,force,1
that,assemble,1
that,addle,1
texts,mean,1
th,thank,1
that,abstract,1
that,accentuate,1
that,accomplish,1
that,accord,1
that,account,1
that,accrue,1
that,accumulate,1
that,activate,1
that,actuate,1
that,afflict,1
terrorists,take,1
that,afford,1
that,alert,1
that,align,1
that,annihilate,1
that,appear,1
that,appreciate,1
that,approach,1
that,approve,1
that,approximate,1
that,arouse,1
that,artists,1
texts,make,1
texting,write,1
texting,spell,1
texting,exist,1
tesla,create,1
tesla,have,1
tesla,invent,1
test,go,1
testing,show,1
tests,design,1
tests,invent,1
teszler,achieve,1
teszler,adopt,1
teszler,begin,1
teszler,come,1
teszler,confront,1
teszler,get,1
teszler,go,1
teszler,hire,1
teszler,integrate,1
teszler,receive,1
teszler,tell,1
texas,put,1
text,blast,1
text,carry,1
text,file,1
texting,develop,1
that,erik,1
that,erode,1
that,espouse,1
that,shift,1
that,reward,1
that,rip,1
that,risk,1
that,rival,1
that,rock,1
that,saw,1
that,scrub,1
that,seal,1
that,secure,1
that,seed,1
that,seize,1
that,shin,1
that,spend,1
that,shine,1
that,shorten,1
that,shred,1
that,shuttle,1
that,signal,1
that,sink,1
that,sit,1
that,slaughter,1
that,sled,1
that,snuff,1
that,sort,1
that,review,1
that,reverse,1
that,retain,1
that,resist,1
that,prop,1
that,prophesized,1
that,propose,1
that,prospect,1
that,protest,1
that,publish,1
that,pump,1
that,pursue,1
that,quiet,1
that,rack,1
that,reaffirm,1
that,recapitulate,1
that,refer,1
that,reframe,1
that,relieve,1
that,remedied,1
that,remember,1
that,render,1
that,repair,1
that,repel,1
that,replicate,1
that,reproduce,1
that,research,1
that,sour,1
that,spin,1
that,establish,1
that,undo,1
that,text,1
that,tickle,1
that,tip,1
that,torment,1
that,trace,1
that,trail,1
that,train,1
that,transmit,1
that,typify,1
that,uncurl,1
that,underpin,1
that,unnerve,1
that,split,1
that,update,1
that,utilize,1
that,vibrate,1
that,view,1
that,visit,1
that,wait,1
that,wash,1
that,watch,1
that,weaken,1
that,wear,1
that,welcome,1
that,terraforming,1
that,surpass,1
that,suppress,1
that,support,1
that,spoil,1
that,spool,1
that,stack,1
that,state,1
that,stave,1
that,stay,1
that,stick,1
that,straddle,1
that,stream,1
that,strengthen,1
that,stress,1
that,stretch,1
that,strive,1
that,stroke,1
that,stymy,1
that,sublimate,1
that,succeed,1
that,suffice,1
that,suggest,1
that,sum,1
that,summarize,1
that,summon,1
that,supply,1
that,print,1
that,price,1
that,predict,1
that,ignore,1
that,hand,1
that,handle,1
that,hat,1
that,hath,1
that,heat,1
that,hew,1
that,hide,1
that,hijack,1
that,honor,1
that,hunt,1
that,identify,1
that,illustrate,1
that,predate,1
that,imagine,1
that,implant,1
that,implement,1
that,incapacitate,1
that,inflame,1
that,infuse,1
that,inherit,1
that,inhibit,1
that,injure,1
that,innervate,1
that,insert,1
that,grease,1
that,graduate,1
that,grade,1
that,gather,1
that,etch,1
that,evade,1
that,evoke,1
that,examine,1
that,expand,1
that,experience,1
that,express,1
that,fabricate,1
that,facilitate,1
that,fight,1
that,figure,1
that,fix,1
that,flatten,1
that,flip,1
that,flood,1
that,fold,1
that,force,1
that,foreshadow,1
that,fortify,1
that,found,1
that,frustrate,1
that,fuel,1
that,fuse,1
that,intend,1
that,invest,1
that,invite,1
that,neighbor,1
that,nominate,1
that,notice,1
that,nurture,1
that,obstruct,1
that,occupy,1
that,occur,1
that,offload,1
that,offset,1
that,operate,1
that,organize,1
that,outperform,1
that,outthink,1
that,overlook,1
that,persuade,1
that,pervade,1
that,pervert,1
that,pile,1
that,plot,1
that,point,1
that,poison,1
that,pollute,1
that,possess,1
that,precede,1
that,network,1
that,negotiate,1
that,itch,1
that,necessitate,1
that,lack,1
that,launch,1
that,leap,1
that,liberate,1
that,light,1
that,line,1
that,list,1
that,lock,1
that,loom,1
that,lower,1
that,lure,1
that,map,1
that,mark,1
that,mask,1
that,maximize,1
that,mediate,1
that,merge,1
that,minimize,1
that,mirror,1
that,misinterpret,1
that,miss,1
that,monitor,1
that,narrow,1
they,reclassify,1
they,recombine,1
they,recover,1
uncle,give,1
ucla,have,1
uganda,discover,1
uganda,do,1
uganda,ratify,1
uganda,start,1
ultrasafe,have,1
umar,have,1
un,give,1
unaids,do,1
uncertainty,turn,1
uncle,come,1
uncle,kill,1
unit,take,1
uncle,play,1
uncle,remember,1
uncle,say,1
uncle,turn,1
undergraduate,discover,1
understanding,improve,1
understanding,involve,1
understanding,lead,1
union,decide,1
uniqueness,have,1
unit,go,1
u.s,have,1
u,understand,1
tyrant,rule,1
typesetter,have,1
tv,design,1
tv,have,1
tvs,work,1
twitter,block,1
twitter,put,1
two,change,1
two,come,1
two,do,1
two,draft,1
two,equal,1
two,fill,1
two,inspire,1
two,manage,1
two,pray,1
two,raise,1
two,seek,1
two,suggest,1
two,turn,1
tyndall,make,1
type,hide,1
type,look,1
type,regard,1
types,go,1
unit,monitor,1
units,give,1
turkle,call,1
us,combine,1
us,call,1
us,capture,1
us,carry,1
us,cash,1
us,catch,1
us,celebrate,1
us,close,1
us,clutter,1
us,coach,1
us,collect,1
us,colonize,1
us,compare,1
units,make,1
us,conceive,1
us,conquer,1
us,convey,1
us,convince,1
us,decide,1
us,deconstruct,1
us,deforest,1
us,deliver,1
us,detect,1
us,develop,1
us,digest,1
us,broaden,1
us,avoid,1
us,attain,1
us,amend,1
units,start,1
universal,call,1
universe,begin,1
universe,expand,1
universe,hit,1
universe,make,1
universe,mean,1
universe,produce,1
universe,undergo,1
universities,design,1
universities,have,1
universities,n't,1
university,let,1
university,use,1
up,go,1
updike,use,1
ups,go,1
urbanization,cause,1
urge,unite,1
urgency,change,1
urologist,assure,1
us,accept,1
us,achieve,1
turn,get,1
turing,define,1
they,reference,1
trajectory,begin,1
toyota,come,1
toyota,get,1
toyota,train,1
toyota,treat,1
toys,change,1
tracy,bring,1
trade,dwindle,1
traders,use,1
traffic,keep,1
trailer,house,1
train,go,1
trajectory,go,1
travel,spread,1
trajectory,spend,1
trampling,ensure,1
transformations,change,1
transistor,do,1
transit,figure,1
translation,make,1
transmission,require,1
transparency,make,1
transportation,depend,1
transportation,mean,1
trash,folder,1
toymakers,turn,1
toymakers,take,1
toymakers,name,1
toy,bring,1
tools,need,1
tools,replace,1
top,leave,1
topics,enthrall,1
topics,include,1
torture,define,1
torture,inflict,1
total,join,1
touch,cause,1
touch,have,1
touch,mean,1
tourism,change,1
tournament,produce,1
tower,have,1
towers,lead,1
town,contribute,1
town,embrace,1
town,remain,1
town,understand,1
toxicity,cause,1
toxo,get,1
toxo,infect,1
toxo,release,1
traumas,affect,1
travel,turn,1
turbotax,do,1
truck,have,1
tricks,start,1
triggers,go,1
trip,change,1
trips,make,1
trolls,do,1
trolls,pay,1
trolls,suppose,1
trophies,win,1
troubles,overwhelm,1
troy,smoke,1
truce,keep,1
true,print,1
travis,thank,1
trump,elect,1
trust,take,1
truth,prevail,1
truthers,think,1
truths,permeate,1
tsunami,hit,1
tube,give,1
tudor,do,1
tumors,seem,1
tunnel,dig,1
tunnel,have,1
tricks,miss,1
tricks,have,1
tricks,follow,1
tricks,end,1
treaties,spur,1
treatises,write,1
treatment,get,1
tree,fall,1
tree,get,1
tree,give,1
tree,have,1
tree,obscure,1
tree,soak,1
trees,form,1
trees,grow,1
trees,have,1
trees,teach,1
trees,tend,1
trees,try,1
trials,use,1
tribe,conquer,1
tribe,include,1
tribe,succeed,1
tribes,constitute,1
tribes,have,1
tribes,spill,1
tribunal,deliver,1
us,discover,1
us,dismiss,1
us,disturb,1
videos,put,1
victims,carry,1
victorians,do,1
victorians,fake,1
victorians,pioneer,1
victory,beat,1
video,do,1
video,keep,1
video,record,1
video,start,1
videos,appear,1
videos,generate,1
videos,start,1
vikings,cause,1
videos,work,1
vietnam,have,1
vietnamese,attack,1
vietnamese,have,1
view,change,1
view,hold,1
view,improve,1
view,raise,1
view,see,1
view,start,1
viewer,have,1
victim,play,1
vibrations,affect,1
vibration,determine,1
vexillologists,call,1
vehicles,change,1
vehicles,go,1
vehicles,have,1
vehicles,save,1
veins,echo,1
velociraptor,have,1
velocity,change,1
venezuela,do,1
venom,nix,1
ventner,ask,1
vents,emit,1
venus,have,1
venus,tell,1
verne,have,1
version,double,1
version,seem,1
vessel,break,1
vessels,allow,1
vessels,have,1
vessels,invade,1
vest,stream,1
veterinarian,give,1
veterinarian,predict,1
viewer,take,1
village,have,1
us,earn,1
voice,tell,1
vivian,start,1
vocabulary,pervade,1
voice,blow,1
voice,come,1
voice,create,1
voice,find,1
voice,go,1
voice,mean,1
voice,protect,1
voice,put,1
voice,read,1
voice,touch,1
villages,connect,1
voices,ignore,1
voices,occupy,1
voices,start,1
voices,tell,1
volcanoes,change,1
volcanoes,go,1
voltage,hit,1
volume,have,1
volunteers,supplement,1
volvo,design,1
volvo,do,1
vivaldi,do,1
visions,have,1
visions,begin,1
visionaries,have,1
violence,act,1
violence,become,1
violence,lead,1
violence,start,1
violence,sweep,1
violin,have,1
violinists,have,1
virgin,attack,1
virus,cause,1
virus,change,1
virus,give,1
virus,hop,1
virus,paralyze,1
virus,spread,1
viruses,have,1
viruses,make,1
vision,align,1
vision,call,1
vision,emerge,1
vision,haunt,1
vision,join,1
vision,represent,1
vision,try,1
vehicle,see,1
vehicle,go,1
vegetables,grow,1
us,present,1
us,miniaturize,1
us,model,1
us,monitor,1
us,mow,1
us,navigate,1
us,organize,1
us,outsource,1
us,paste,1
us,patent,1
us,picture,1
us,plant,1
us,prevent,1
vegetables,do,1
us,provide,1
us,pull,1
us,raise,1
us,rationalize,1
us,recognize,1
us,recreate,1
us,recruit,1
us,redefine,1
us,redesign,1
us,remove,1
us,repair,1
us,meet,1
us,match,1
us,map,1
us,maintain,1
us,engineer,1
us,enjoy,1
us,experience,1
us,externalize,1
us,face,1
us,feel,1
us,fight,1
us,figure,1
us,focus,1
us,free,1
us,freeze,1
us,govern,1
us,help,1
us,hide,1
us,inspire,1
us,interdict,1
us,keep,1
us,knock,1
us,let,1
us,live,1
us,look,1
us,love,1
us,lower,1
us,repeat,1
us,resist,1
us,rethink,1
v.c.s,struggle,1
vaccine,have,1
vaccine,prevent,1
vaccine,protect,1
vaccine,train,1
vaccines,need,1
vaccines,put,1
vainglory,carry,1
valets,create,1
valley,power,1
valley,use,1
value,have,1
value,involve,1
values,create,1
values,go,1
values,make,1
values,seem,1
valve,gap,1
variants,continue,1
variations,sit,1
vashem,decide,1
vashem,need,1
vc,go,1
vegas,mean,1
vaccine,get,1
v.c.s,fund,1
us,run,1
uses,have,1
us,send,1
us,set,1
us,share,1
us,spend,1
us,stack,1
us,step,1
us,stop,1
us,strengthen,1
us,sublimate,1
us,support,1
us,test,1
us,think,1
us,track,1
us,train,1
usa,use,1
usda,integrate,1
use,produce,1
use,require,1
user,start,1
users,do,1
users,join,1
users,make,1
users,say,1
tools,mean,1
tools,help,1
tools,force,1
thing,regulate,1
thing,excuse,1
thing,follow,1
thing,keep,1
thing,lay,1
thing,leave,1
thing,make,1
thing,manufacture,1
thing,multiply,1
thing,popularize,1
thing,put,1
thing,quit,1
thing,run,1
things,blow,1
thing,scan,1
thing,start,1
thing,strike,1
thing,suck,1
thing,sum,1
thing,turn,1
thingamajig,have,1
things,'s,1
things,affect,1
things,allow,1
things,amuse,1
thing,evolve,1
thing,do,1
thing,design,1
thing,create,1
they,urinate,1
they,vary,1
they,victimize,1
they,videoed,1
they,war,1
they,wean,1
they,weave,1
they,welcome,1
they,withstand,1
they,witness,1
they,wonder,1
they,wrap,1
they,wrinkle,1
they,yell,1
they,yield,1
they,zoom,1
thida,tell,1
thing,amaze,1
thing,break,1
thing,call,1
thing,carry,1
thing,clog,1
thing,communicate,1
things,be,1
things,cave,1
this,catch,1
third,crave,1
things,use,1
things,wax,1
thingy,start,1
thinkcycle,enable,1
thinker,help,1
thinkers,leave,1
thinking,cost,1
thinking,go,1
thinking,make,1
thinking,need,1
thinking,take,1
third,have,1
things,continue,1
third,smile,1
this,affect,1
this,amaze,1
this,associate,1
this,attract,1
this,base,1
this,beat,1
this,begin,1
this,believe,1
this,bother,1
this,burn,1
things,unleash,1
things,undersell,1
things,undermine,1
things,tell,1
things,design,1
things,enter,1
things,evolve,1
things,flow,1
things,form,1
things,grow,1
things,happen,1
things,hit,1
things,keep,1
things,like,1
things,mean,1
things,move,1
things,need,1
things,not,1
things,oversell,1
things,print,1
things,put,1
things,reduce,1
things,relate,1
things,shape,1
things,show,1
things,spread,1
things,strike,1
they,untie,1
they,unlock,1
they,undertake,1
they,seduce,1
they,sail,1
they,saturate,1
they,scale,1
they,scatter,1
they,scorch,1
they,scrap,1
they,scratch,1
they,screen,1
they,scuttle,1
they,search,1
they,section,1
they,seed,1
they,undergo,1
they,seek,1
they,segment,1
they,separate,1
they,sequester,1
they,service,1
they,shave,1
they,signal,1
they,silence,1
they,sketch,1
they,slew,1
they,slip,1
they,rush,1
they,rumble,1
they,rule,1
they,row,1
they,reflect,1
they,reformulate,1
they,refuse,1
they,rehearse,1
they,relate,1
they,relay,1
they,relieve,1
they,remain,1
they,remind,1
they,remix,1
they,reproduce,1
they,repurposed,1
they,reroute,1
they,resemble,1
they,reshape,1
they,resist,1
they,resolve,1
they,respect,1
they,rest,1
they,restore,1
they,rewind,1
they,riot,1
they,rob,1
they,smash,1
they,smell,1
they,smile,1
they,suspect,1
they,swing,1
they,swirl,1
they,tack,1
they,tackle,1
they,tap,1
they,taunt,1
they,tease,1
they,tempt,1
they,terrify,1
they,thank,1
they,thin,1
they,tolerate,1
they,top,1
they,toxify,1
they,traffic,1
they,train,1
they,transfer,1
they,transition,1
they,transport,1
they,trigger,1
they,twist,1
they,twitter,1
they,type,1
they,swarm,1
they,summon,1
they,smoke,1
they,suck,1
they,snatch,1
they,sneak,1
they,soak,1
they,sort,1
they,sound,1
they,spank,1
they,spare,1
they,spark,1
they,speculate,1
they,speed,1
they,spin,1
they,spit,1
they,split,1
they,spray,1
they,spraypainted,1
they,sprout,1
they,starve,1
they,stay,1
they,steer,1
they,stretch,1
they,strip,1
they,study,1
they,stumble,1
this,buy,1
this,challenge,1
tools,do,1
three,corgis,1
thousands,join,1
thousands,lie,1
thousands,produce,1
thousands,save,1
thousands,sign,1
thousands,try,1
thousands,use,1
thousandth,start,1
thread,have,1
threat,keep,1
threat,reappear,1
three,have,1
time,lead,1
three,offer,1
three,receive,1
thrus,kill,1
thumb,bounce,1
tide,come,1
tijuana,share,1
tiles,go,1
tiles,make,1
tilt,tilt,1
time,catch,1
time,do,1
thousands,get,1
thousands,find,1
thousands,do,1
thousands,die,1
those,'s,1
those,amuse,1
those,become,1
those,carve,1
those,condemn,1
those,dig,1
those,disappear,1
those,draft,1
those,form,1
those,get,1
those,give,1
those,include,1
those,indicate,1
those,invade,1
those,join,1
those,look,1
those,put,1
those,reassemble,1
those,select,1
those,twinkle,1
thought,conceive,1
thought,find,1
thoughts,create,1
time,go,1
time,mess,1
this,check,1
tone,use,1
toe,scratch,1
together,open,1
toilet,flush,1
tom,give,1
tom,know,1
tom,play,1
tom,roll,1
tom,say,1
tomorrow,build,1
ton,contain,1
tone,go,1
tongue,want,1
time,mold,1
tony,do,1
tony,fake,1
tony,get,1
tony,go,1
tony,interrupt,1
tony,phone,1
tony,tell,1
tool,connect,1
tool,leave,1
tools,become,1
tools,build,1
today,mark,1
today,conduct,1
toby,found,1
tms,mean,1
time,put,1
time,run,1
time,take,1
time,twist,1
time,waste,1
timers,make,1
timers,take,1
times,call,1
times,have,1
times,put,1
times,run,1
times,send,1
times,turn,1
tipper,say,1
tips,maximize,1
titans,watch,1
title,come,1
title,kick,1
title,like,1
title,say,1
tits,say,1
tk,thank,1
tk,use,1
thorne,describe,1
thomas,play,1
thomas,drink,1
this,grade,1
this,exemplify,1
this,exorcise,1
this,expand,1
this,explore,1
this,express,1
this,extend,1
this,figure,1
this,floor,1
this,follow,1
this,gain,1
this,generate,1
this,hang,1
this,yield,1
this,head,1
this,hold,1
this,impose,1
this,indicate,1
this,influence,1
this,inhibit,1
this,ins't,1
this,invigorate,1
this,keep,1
this,leverage,1
this,light,1
this,exceed,1
this,establish,1
this,entail,1
this,encompass,1
this,clarify,1
this,click,1
this,combine,1
this,conduct,1
this,confirm,1
this,construct,1
this,continue,1
this,contradict,1
this,convince,1
this,costume,1
this,cross,1
this,decrease,1
this,define,1
this,destroy,1
this,die,1
this,digitize,1
this,discover,1
this,dispel,1
this,drag,1
this,draw,1
this,emphasize,1
this,empower,1
this,enable,1
this,link,1
this,manage,1
this,modify,1
this,shift,1
this,stimulate,1
this,stop,1
this,strike,1
this,study,1
this,subject,1
this,sum,1
this,summarize,1
this,talk,1
this,teach,1
this,thank,1
this,touch,1
this,trace,1
this,treat,1
this,try,1
this,undermine,1
this,understate,1
this,unthinking,1
this,update,1
this,validate,1
this,violate,1
this,warm,1
this,wire,1
this,write,1
this,shock,1
this,serve,1
this,n't,1
this,send,1
this,narrow,1
this,offend,1
this,own,1
this,pay,1
this,perceive,1
this,piss,1
this,predate,1
this,produce,1
this,prove,1
this,provoke,1
this,reflect,1
this,reinforce,1
this,remind,1
this,remove,1
this,repel,1
this,rescue,1
this,revamp,1
this,revolutionize,1
this,run,1
this,save,1
this,schedule,1
this,scratch,1
this,scroll,1
photography,start,1
  ,go,1
photography,have,1
duh,prefer,1
dynamic,start,1
dynamic,go,1
dynamic,change,1
duty,show,1
dupont,grow,1
dunlap,bring,1
dude,build,1
drought,kill,1
duck,start,1
duck,mount,1
duck,hit,1
duck,come,1
drugs,kill,1
drugs,give,1
dynamic,write,1
each,attempt,1
each,call,1
each,carry,1
each,chase,1
each,click,1
each,collect,1
each,consist,1
each,discover,1
each,do,1
each,end,1
each,face,1
each,fix,1
each,go,1
each,make,1
each,pass,1
each,provide,1
drug,fight,1
drought,drive,1
dosage,need,1
dozens,send,1
dreams,alienate,1
drawing,show,1
drawer,make,1
dragonfly,move,1
draft,go,1
dr,put,1
downs,go,1
drought,destroy,1
downpours,create,1
doug,tell,1
dots,represent,1
dots,exhibit,1
dots,change,1
dot,represent,1
dreams,have,1
dreams,involve,1
driver,have,1
driver,pause,1
driver,tell,1
drivers,hit,1
drivers,increase,1
drivers,make,1
drivers,pay,1
drivers,want,1
droid,put,1
droids,meet,1
drop,go,1
drop,have,1
drops,divide,1
drops,grow,1
drops,incorporate,1
each,seek,1
each,seem,1
each,show,1
economists,have,1
ecosystems,go,1
economy,have,1
economy,grip,1
economy,go,1
economists,tend,1
economists,start,1
economists,do,1
each,sign,1
economists,confirm,1
economist,write,1
economics,get,1
ecologists,tackle,1
echoes,sound,1
echoes,have,1
ecstasy,mean,1
ecuador,have,1
ed,unleash,1
eddie,have,1
edge,line,1
edison,state,1
editing,give,1
editor,tell,1
editors,do,1
editors,sit,1
education,dislocate,1
education,get,1
education,give,1
education,keep,1
education,reinforce,1
education,save,1
education,stop,1
ebola,threaten,1
ebola,seem,1
ebola,have,1
earth,make,1
each,yell,1
eames,say,1
earnestness,walk,1
ears,blast,1
ears,hear,1
ears,help,1
earth,consume,1
earth,cover,1
earth,create,1
earth,do,1
earth,evolve,1
earth,give,1
earth,go,1
earth,invent,1
earth,manage,1
ebola,come,1
earth,need,1
earth,reveal,1
earth,spin,1
earth,start,1
earth,strike,1
earth,support,1
earth,teach,1
earth,try,1
earthquake,trigger,1
ease,make,1
easter,have,1
eb,thank,1
ebay,create,1
ebay,solve,1
dose,protect,1
dopamine,change,1
education,teach,1
dividend,stimulate,1
dna,contain,1
dna,activate,1
dna,accumulate,1
dm,invent,1
dk,thank,1
division,correspond,1
diversity,mean,1
diver,clean,1
divers,make,1
divers,go,1
divers,do,1
divers,access,1
diver,stand,1
diver,jump,1
dna,copy,1
dna,determine,1
dna,do,1
dna,generate,1
dna,give,1
dna,provide,1
dna,start,1
do,affect,1
do,build,1
do,embrace,1
do,fee,1
do,fight,1
do,have,1
dobbs,make,1
doctor,access,1
doctor,do,1
doctor,look,1
diver,do,1
distribution,hope,1
dopamine,appear,1
discipline,advance,1
discovery,mean,1
discovery,find,1
discovery,do,1
discovery,change,1
discovered,blow,1
discourse,go,1
discharge,go,1
displays,improve,1
disasters,have,1
disasters,create,1
disappointment,have,1
disability,prevent,1
director,show,1
director,give,1
discussion,reflect,1
disease,aid,1
disease,come,1
disease,equal,1
disease,hurt,1
disease,rear,1
disease,see,1
diseases,change,1
diseases,cost,1
diseases,have,1
diseases,kill,1
diseases,show,1
dishonesty,get,1
dishwasher,go,1
disney,buy,1
disney,make,1
disorders,steal,1
doctor,program,1
doctor,pull,1
doctor,respond,1
dogs,tie,1
doing,get,1
doing,design,1
doing,compare,1
doing,cap,1
doing,attempt,1
doh,mop,1
dogs,start,1
doctor,sit,1
dogs,snarl,1
dogs,have,1
dogs,do,1
dogs,corner,1
dogon,call,1
dogg,cover,1
doing,lower,1
doing,make,1
doing,return,1
doing,run,1
doing,study,1
dollar,produce,1
dollar,spend,1
dollars,buy,1
dollars,go,1
dollars,sit,1
dollars,try,1
dolphins,swim,1
domain,increase,1
dome,have,1
done,lift,1
done,make,1
doors,begin,1
dogg,call,1
dog,take,1
dog,startle,1
doctors,practice,1
doctor,stem,1
doctor,suspect,1
doctor,take,1
doctor,want,1
doctors,come,1
doctors,diagnose,1
doctors,find,1
doctors,finish,1
doctors,get,1
doctors,give,1
doctors,go,1
doctors,leave,1
doctors,make,1
doctors,patch,1
doctors,preserve,1
dog,have,1
doctors,pull,1
doctors,put,1
doctors,see,1
doctors,send,1
doctors,set,1
doctors,share,1
doctors,take,1
doctors,urge,1
doctrine,protect,1
documentation,help,1
dodgers,go,1
does,fight,1
does,produce,1
dog,bite,1
education,take,1
effect,go,1
everything,keep,1
europe,work,1
events,force,1
events,attract,1
event,leave,1
event,change,1
evel,rid,1
evaluation,amount,1
europe,survive,1
ethanol,go,1
europe,solve,1
europe,make,1
europe,do,1
eulogists,tend,1
eulogist,keep,1
ethiopia,have,1
events,go,1
events,take,1
everest,make,1
everybody,afford,1
